('Bjs', 1767, 103.35, 100.0, 113.24)
('MJg', 473, 100.0, 105.0, 119.82)
('KK7', 2799, 102.51, 100.0, 122.0)
('JVu', 678, 105.5, 105.4, 122.0)
('Cx2', 2385, 101.28, 100.0, 122.0)
('Lyh', 2634, 100.0, 101.95, 122.0)
('AYq', 457, 109.3, 107.29, 119.0)
('IlI', 2347, 108.84, 102.17, 117.55)
('BJ5', 573, 100.0, 100.67, 113.21)
('NPu', 3904, 106.18, 102.29, 122.0)
('FN3', 3595, 101.0, 106.83, 120.6)
('G2_', 1715, 100.0, 100.0, 122.0)
('FX1', 3880, 101.31, 101.87, 110.79)
('BfV', 124, 102.77, 100.0, 122.0)
('DoV', 1091, 102.05, 100.03, 114.38)
('LXR', 1021, 100.0, 100.0, 116.59)
('KJv', 2738, 100.0, 107.63, 115.79)
('JPg', 4828, 106.44, 105.48, 122.0)
('HeA', 3132, 100.0, 100.0, 121.88)
('JsE', 2271, 100.34, 106.28, 120.98)
('JN0', 75, 109.45, 101.29, 110.33)
('F0Y', 106, 108.68, 100.0, 117.13)
('AP9', 479, 102.39, 106.63, 122.0)
('Idy', 738, 109.25, 100.0, 122.0)
('Ftg', 2898, 100.0, 107.65, 118.3)
('C8q', 1863, 100.0, 105.09, 122.0)
('GHq', 3652, 100.0, 100.0, 116.42)
('JLe', 3013, 100.0, 100.7, 115.51)
('AkN', 1470, 102.67, 103.88, 109.91)
('Gco', 969, 100.01, 100.0, 122.0)
('N_J', 4726, 100.0, 100.0, 122.0)
('ASd', 4899, 100.0, 100.0, 118.4)
('Ahl', 1923, 100.0, 104.53, 113.18)
('FjZ', 4471, 100.0, 106.08, 112.52)
('GWS', 3396, 107.05, 100.0, 122.0)
('J9r', 722, 103.04, 100.0, 112.37)
('JN2', 3451, 100.0, 100.0, 122.0)
('Kkn', 826, 100.0, 107.99, 119.45)
('EUs', 138, 100.0, 100.0, 122.0)
('Jlo', 2590, 101.5, 100.0, 120.48)
('F6T', 3043, 100.0, 100.0, 117.72)
('H92', 2889, 100.0, 105.1, 113.53)
('HGZ', 4341, 100.0, 104.6, 117.98)
('KEA', 207, 106.08, 100.0, 120.85)
('MzT', 1967, 100.0, 100.0, 119.06)
('COD', 1205, 103.25, 100.0, 120.69)
('AmT', 4892, 100.0, 100.0, 122.0)
('Gbe', 892, 108.25, 100.0, 118.12)
('KU2', 1648, 100.0, 105.97, 117.88)
('CW9', 4741, 101.04, 106.15, 120.07)
('HvE', 146, 100.0, 100.26, 122.0)
('IIT', 2068, 107.76, 102.38, 122.0)
('E3u', 3680, 100.0, 100.0, 122.0)
('LBu', 4670, 105.74, 100.0, 122.0)
('FFI', 3827, 100.0, 100.44, 120.77)
('MgB', 4742, 100.0, 100.18, 117.89)
('Ms4', 4011, 109.92, 103.21, 122.0)
('D12', 3081, 109.44, 100.0, 122.0)
('AE2', 1731, 104.29, 105.62, 122.0)
('IM7', 740, 106.21, 102.48, 116.22)
('Gi9', 2103, 100.0, 100.0, 120.76)
