('Imv', 27449, 2909.17, 247571.75, 283954.57)
('FzS', 19681, 3246.9, 274154.71, 263182.12)
('JnP', 278, 64084.03, 36415.74, 105543.0)
('Kxc', 3631, 94571.61, 271730.96, 297825.55)
('HtY', 24987, 24608.8, 340712.15, 335494.89)
('DvW', 13855, 21653.16, 153473.59, 158580.59)
('DyZ', 14017, 76278.59, 26894.64, 69434.27)
('DmM', 13368, 53322.04, 10353.6, 2727.88)
('HGL', 22854, 2869.34, 112385.91, 146860.44)
('BGZ', 6014, 88151.71, 260488.11, 267597.4)
('GOw', 20507, 185129.29, 48271.48, 28762.52)
('LIE', 4189, 136639.93, 34496.27, 43734.93)
('DAf', 11321, 9452.13, 67794.82, 95921.13)
('FNk', 17633, 15941.23, 141195.17, 128860.22)
('Isy', 27770, 50370.16, 74530.21, 147987.04)
('Iod', 27537, 13963.5, 82304.36, 122532.29)
('KSE', 1910, 41652.06, 13956.11, 43557.44)
('ERD', 15002, 84683.38, 6623.38, 2128.57)
('AvL', 5417, 25868.3, 503.39, 67996.67)
('DNK', 11988, 43279.35, 312.12, 14267.12)
('Bek', 7351, 38.16, 6997.81, 66756.92)
('GLt', 20345, 98953.16, 40620.72, 101872.85)
('GHt', 20133, 228206.08, 302486.03, 331926.47)
('FrN', 19252, 8069.04, 3632.47, 15738.55)
('KbL', 2447, 2573.49, 37862.25, 47602.73)
('KpY', 3202, 201918.8, 168807.63, 168616.04)
('Fwx', 19554, 23256.37, 40839.33, 112098.03)
('HGG', 22849, 35621.27, 65502.01, 108470.51)
('BxL', 8332, 244705.82, 253054.45, 242262.43)
('DjO', 13211, 120236.4, 6203.65, 83222.72)
('BTk', 6715, 84681.14, 175756.51, 234307.25)
('AtP', 5315, 121000.62, 239019.49, 276446.01)
('KjJ', 2869, 916.33, 139879.05, 211321.67)
('EdX', 15711, 322878.83, 24700.38, 13197.07)
('HoQ', 24714, 125230.2, 1865.06, 7537.49)
('HVi', 23673, 1368.82, 187490.8, 237367.31)
('Agg', 4644, 176672.78, 62471.72, 75368.03)
('Djs', 13242, 14117.07, 92374.02, 145934.31)
('Haj', 23992, 46529.29, 112206.73, 108227.03)
('JIV', 28588, 73267.27, 11574.1, 90100.0)
('EWS', 15282, 142044.46, 506.55, 2676.67)
('IuA', 27825, 7005.97, 6050.26, 28214.21)
('MW', 711, 162772.11, 1367.58, 25725.74)
('DFT', 11573, 141324.61, 130257.94, 173058.47)
('IRZ', 26260, 14690.59, 77258.6, 113064.78)
('Dvm', 13872, 1548.23, 9903.15, 73561.44)
('Izd', 28120, 82099.38, 3822.78, 2138.22)
('Cd_', 10096, 24280.97, 12920.17, 79300.9)
('LUW', 4843, 44287.57, 27343.43, 62218.01)
('KnW', 3094, 271557.93, 116302.53, 162381.75)
('HsW', 24932, 72905.81, 161220.27, 191937.32)
('DMh', 11959, 79158.1, 400.64, 10309.23)
('GzO', 22486, 103643.78, 379685.94, 448892.98)
('EwM', 16707, 2010.5, 43083.67, 78056.57)
('Etf', 16568, 39833.09, 1290.68, 53234.07)
('BIg', 6128, 98329.36, 887.92, 25557.04)
('AwQ', 5475, 113.43, 11000.02, 65356.01)
('HYn', 23837, 25583.58, 29096.8, 73258.18)
('FoN', 19093, 72606.24, 21751.76, 62343.88)
('Grs', 22093, 57138.09, 41115.59, 91055.96)
('BCm', 5816, 2.94, 75270.86, 82341.53)
('KOE', 1698, 116562.49, 2947.33, 5348.66)
('JnQ', 279, 23666.03, 196647.88, 189847.11)
('ElT', 16131, 1680.76, 52950.41, 96512.31)
('fC', 1751, 50390.82, 62233.43, 45742.28)
('GUI', 20784, 18547.62, 6949.47, 47234.54)
('Joj', 352, 81792.36, 4359.65, 13334.35)
('Hbn', 24049, 233002.9, 1131.17, 41599.08)
('FWO', 18087, 1388.15, 4719.44, 66909.67)
('GKi', 20281, 253127.92, 2428.35, 4665.68)
('Hkh', 24520, 111840.85, 25054.91, 47732.75)
('ARb', 3791, 322904.84, 33854.82, 59405.62)
('DcW', 12848, 1268.86, 168511.93, 193529.77)
('LMN', 4410, 7534.01, 293859.1, 363744.04)
('EMv', 14782, 46144.97, 40593.39, 119227.13)
('KZw', 2326, 1375.14, 118307.36, 159055.9)
('Kbq', 2479, 89829.86, 116556.42, 156587.14)
('Gwg', 22346, 8.02, 28543.22, 37464.22)
('CqD', 10762, 40085.53, 70362.05, 124111.44)
('Khk', 2791, 77.93, 24677.55, 35801.12)
('KRd', 1883, 37485.18, 16106.71, 47478.87)
('HUN', 23598, 20037.4, 22187.83, 45205.16)
('HAy', 22576, 977.04, 64478.93, 128979.72)
('iy', 1959, 13550.67, 17767.47, 65407.38)
('IbK', 26828, 94802.23, 25921.23, 7114.03)
('Ehr', 15944, 43262.74, 130003.25, 186448.77)
('DDS', 11466, 45040.6, 112669.58, 159648.94)
('AiE', 4721, 25218.04, 4006.78, 18185.24)
('AFW', 3149, 79101.49, 7722.71, 73228.32)
('kP', 2029, 27595.0, 21781.35, 41008.39)
('ABn', 2955, 106030.13, 121625.85, 137468.16)
('Fpm', 19172, 372016.53, 605.15, 43196.22)
('AaS', 4311, 59136.96, 1708.75, 73491.41)
('EEu', 14357, 16299.86, 47577.26, 48522.82)
('FyO', 19624, 56232.21, 16850.64, 44804.56)
('HQv', 23421, 110193.75, 9308.84, 14739.27)
('CGB', 8799, 37.53, 47282.48, 63035.59)
