('BPII', 427, 7.99, 883.73, 603.69)
('ALZA', 980, 18.87, 510.04, 611.24)
('AIFZ', 828, 28.42, 859.25, 690.08)
('AFRD', 803, 24.68, 175.73, 994.32)
('BVMX', 807, 14.07, 842.12, 500.28)
('ALKR', 601, 26.45, 115.56, 943.78)
('BDIN', 468, 23.54, 414.54, 619.84)
('CBSL', 458, 6.57, 538.82, 380.74)
('BCFE', 691, 28.67, 870.12, 869.13)
('ADCO', 981, 29.58, 844.24, 267.15)
('AQEP', 429, 29.8, 186.34, 354.66)
('DERL', 296, 27.03, 896.93, 645.12)
('BNKU', 874, 12.19, 649.12, 467.82)
('AHZV', 962, 15.78, 214.21, 398.31)
('CROG', 81, 16.92, 129.82, 78.68)
('BFOT', 498, 11.31, 756.31, 20.51)
('BPAC', 469, 24.93, 840.16, 32.72)
('AXSJ', 719, 20.53, 780.24, 511.96)
('AOLG', 229, 3.87, 539.27, 0.44)
('ABVG', 66, 5.17, 196.43, 764.73)
('CPQO', 726, 24.21, 342.22, 567.1)
('CSAN', 347, 3.92, 663.67, 433.06)
('COHN', 520, 3.92, 892.07, 736.3)
('AIPI', 773, 26.08, 843.96, 8.96)
