('grZ', 3016, 73.14, 11.81, 63.68)
('dlv', 1448, 78.1, 17.1, 126.88)
('tKq', 1594, 108.5, 22.54, 111.32)
('taC', 942, 88.82, 9.58, 37.51)
('cdK', 1374, 42.2, 0.11, 83.45)
('ukr', 1232, 53.59, 1.96, 24.65)
('yco', 550, 92.8, 25.1, 69.1)
('ppN', 2368, 68.72, 14.92, 137.94)
('nAX', 1920, 44.65, 71.34, 213.57)
('opp', 3048, 50.28, 70.63, 149.3)
('nRc', 526, 13.49, 26.49, 117.3)
('gTx', 2804, 70.55, 54.65, 54.3)
('pqB', 2448, 13.32, 55.45, 76.95)
('rdX', 2752, 64.78, 12.31, 53.54)
('vxk', 1842, 70.55, 16.77, 88.76)
('iJg', 274, 109.52, 19.7, 129.85)
('iWy', 1662, 64.96, 48.0, 164.42)
('rEH', 2460, 101.73, 13.67, 28.96)
('exA', 1978, 106.29, 18.51, 154.9)
('kTq', 2946, 66.17, 24.82, 159.7)
('xQe', 2350, 89.2, 28.16, 68.39)
('AIY', 2494, 35.91, 8.34, 75.7)
('jlP', 188, 57.46, 38.98, 68.1)
('lLt', 1392, 37.9, 40.3, 114.89)
('bKL', 2468, 108.68, 64.5, 213.19)
('qCB', 2968, 86.25, 30.28, 164.62)
('lVy', 2442, 47.22, 74.76, 185.93)
('hTR', 2116, 60.59, 22.62, 52.74)
('xfG', 1626, 68.57, 25.59, 158.0)
('pmc', 1982, 72.44, 41.1, 65.41)
('auN', 1536, 94.94, 36.3, 178.0)
('ngP', 2892, 48.23, 19.48, 82.72)
('lSO', 2162, 22.34, 55.67, 109.25)
('dMc', 1150, 111.49, 49.93, 97.5)
('Ebx', 2232, 9.38, 3.86, 130.28)
('aJl', 3040, 8.92, 11.55, 87.85)
('jvJ', 1216, 103.9, 61.16, 102.97)
('siu', 2486, 46.3, 0.68, 93.12)
('zAZ', 2392, 107.5, 2.22, 151.6)
('nyL', 1688, 62.29, 72.55, 216.1)
('DEm', 2886, 88.54, 2.7, 77.75)
('uxZ', 2652, 1.49, 69.62, 106.39)
('vAF', 2196, 20.26, 13.71, 23.33)
('mzx', 2492, 16.0, 11.98, 20.0)
('AIZ', 2496, 81.99, 61.3, 117.12)
('Cpp', 2060, 40.43, 21.69, 65.7)
('uOF', 1312, 24.96, 7.88, 44.36)
('tvh', 16, 96.42, 72.1, 207.8)
('EfI', 2670, 24.26, 12.1, 31.47)
('ceb', 1408, 77.36, 47.87, 175.97)
('fen', 2316, 69.39, 35.6, 123.44)
('bNs', 2742, 13.42, 62.3, 196.48)
('dxN', 2732, 13.89, 17.2, 156.73)
('nKo', 2890, 38.5, 24.93, 97.63)
('ixk', 2102, 86.33, 17.8, 164.3)
('hXf', 2456, 95.82, 74.77, 204.39)
('rEi', 2410, 72.5, 64.61, 70.62)
('hor', 1908, 4.77, 60.81, 186.5)
('cut', 40, 21.49, 36.32, 79.43)
('wfT', 2380, 77.57, 36.77, 75.77)
('fLd', 2660, 37.26, 71.73, 155.56)
('bMk', 2622, 65.59, 8.96, 152.15)
('hPE', 1674, 6.2, 12.91, 124.33)
('bjT', 2744, 56.85, 32.26, 157.47)
('CoT', 2016, 14.84, 6.52, 35.73)
('rBT', 2172, 26.48, 7.11, 79.85)
('eAs', 2274, 78.59, 55.41, 55.11)
('BdM', 1586, 95.23, 4.51, 145.8)
('Dts', 1754, 77.2, 17.57, 95.37)
('uew', 618, 47.7, 28.24, 176.69)
('aBl', 2208, 33.93, 74.4, 216.22)
('CyD', 3024, 40.64, 12.4, 26.51)
('pyT', 248, 48.0, 24.42, 112.6)
('hqm', 2106, 99.31, 28.97, 124.0)
('frM', 650, 75.3, 52.91, 152.53)
('bea', 2134, 34.21, 67.42, 140.9)
('clj', 2152, 113.14, 2.33, 79.62)
('dZx', 2544, 8.9, 42.24, 66.71)
('jRH', 432, 105.87, 16.93, 52.2)
('gQJ', 2516, 54.24, 40.56, 139.7)
('hNT', 1496, 98.11, 35.28, 162.76)
('Ekr', 88, 80.23, 9.11, 45.45)
('upt', 1756, 15.58, 64.55, 81.66)
('kMh', 2200, 9.27, 21.54, 98.51)
('hrv', 2228, 101.13, 68.85, 100.55)
('pGo', 1018, 61.29, 48.8, 136.29)
('fcN', 2160, 55.3, 22.98, 65.85)
('tTq', 2530, 89.74, 20.57, 161.4)
('jgP', 2736, 38.12, 61.31, 68.55)
('mVh', 1680, 11.22, 72.61, 166.94)
('jAR', 1752, 74.7, 36.7, 134.7)
('DxU', 2226, 85.73, 52.35, 184.89)
('pOL', 1896, 40.8, 66.54, 161.5)
('bHx', 2128, 51.29, 62.96, 198.74)
('ewJ', 1892, 58.28, 60.9, 85.8)
('UH', 1888, 27.16, 74.7, 87.69)
('nER', 2324, 6.54, 17.97, 160.91)
('pUF', 2508, 3.24, 53.92, 119.99)
('xsL', 2988, 42.97, 10.18, 143.98)
('pMm', 1638, 104.3, 54.6, 174.8)
('eHC', 3022, 65.4, 73.66, 177.85)
('bw', 127, 87.0, 28.2, 250.39)
('ryp', 1800, 49.33, 47.54, 51.2)
('CkF', 1572, 54.47, 26.11, 117.45)
('zBd', 2400, 5.91, 7.57, 50.41)
('sny', 3014, 0.18, 25.39, 44.13)
('wcg', 1990, 59.4, 47.9, 168.51)
('nGs', 2482, 23.11, 10.23, 24.82)
('tDB', 888, 23.16, 19.81, 128.11)
('hwa', 2706, 112.3, 30.7, 85.17)
('BKO', 1954, 17.43, 7.76, 110.15)
('qBt', 2848, 57.24, 54.52, 68.5)
('iwp', 2008, 68.82, 55.36, 82.94)
('smE', 2922, 7.63, 10.88, 55.35)
('trs', 2690, 28.32, 54.76, 149.78)
('xrF', 2872, 70.6, 64.48, 102.79)
('fcE', 2142, 111.56, 47.63, 80.31)
('eBS', 2430, 71.13, 33.26, 77.4)
('ewZ', 1924, 44.75, 17.97, 53.52)
('yod', 1776, 49.0, 42.7, 132.73)
('mXq', 1906, 19.9, 64.82, 95.85)
('dxm', 2678, 28.69, 44.19, 44.42)
('oWp', 344, 77.9, 43.82, 162.84)
('uSZ', 1768, 34.7, 65.99, 170.48)
('bIs', 2222, 0.64, 50.61, 90.68)
('tiE', 1778, 56.93, 12.66, 52.92)
('glk', 2310, 112.0, 45.38, 76.8)
('xfc', 1566, 8.9, 8.58, 87.58)
('DYm', 1898, 111.4, 32.57, 77.8)
('jcH', 2304, 97.54, 33.85, 62.72)
('wfY', 2390, 86.55, 38.91, 143.73)
('jbq', 2166, 52.69, 46.34, 175.16)
('DzW', 2438, 7.59, 32.72, 76.3)
('mDL', 2936, 99.54, 50.1, 197.49)
('uAb', 2864, 90.38, 45.16, 132.75)
('qTw', 1658, 77.46, 47.26, 174.13)
('CTl', 2104, 74.34, 0.68, 7.13)
('tuR', 3052, 11.8, 65.78, 83.88)
('sIs', 2118, 57.51, 46.71, 175.18)
('dqF', 1988, 11.64, 34.31, 152.0)
('kRz', 2756, 69.12, 2.48, 98.22)
('lZx', 2856, 60.89, 17.21, 127.58)
('AHi', 2306, 31.49, 43.52, 95.16)
('BNY', 2286, 99.12, 67.82, 192.98)
('jdO', 2422, 30.14, 9.75, 132.29)
('bez', 2184, 59.5, 33.0, 163.2)
('xPm', 2262, 103.15, 15.2, 58.66)
('zZj', 1840, 76.92, 57.71, 205.78)
('wiH', 2668, 1.78, 17.81, 75.75)
('jJw', 2646, 72.37, 4.34, 60.11)
('Aip', 2788, 14.27, 19.27, 23.67)
('CVG', 2354, 69.22, 73.74, 156.48)
('rGV', 2696, 56.6, 14.1, 102.51)
('wCO', 1694, 87.28, 74.92, 98.71)
('tkO', 2006, 15.9, 43.66, 186.9)
('oMR', 2428, 24.87, 24.31, 42.15)
('vxO', 1902, 14.4, 1.51, 135.86)
('nFX', 2440, 48.45, 10.9, 39.8)
('fhq', 2634, 65.3, 47.52, 153.74)
('zCU', 2590, 50.48, 43.66, 119.45)
('pnH', 2148, 9.55, 30.79, 35.31)
('Bih', 2044, 3.72, 8.14, 92.26)
('uwe', 2454, 81.46, 4.22, 106.93)
('sEr', 1700, 32.7, 52.68, 190.87)
('bfU', 2330, 9.36, 8.29, 87.55)
('raU', 2434, 68.76, 27.38, 174.87)
('huC', 2554, 48.82, 62.52, 98.85)
('gjX', 2180, 83.6, 23.7, 147.58)
('kMT', 2276, 49.23, 23.66, 53.69)
('jIm', 2522, 60.5, 56.95, 88.75)
('qxa', 2394, 82.27, 25.51, 70.98)
('wJx', 2388, 13.74, 32.1, 66.83)
('Bgg', 1834, 59.14, 37.55, 128.16)
('vCE', 2402, 106.86, 17.76, 24.9)
('znt', 976, 7.28, 37.41, 118.3)
('Aka', 2966, 38.54, 26.4, 92.95)
('bLb', 2500, 20.9, 3.19, 36.36)
('wNb', 2760, 76.46, 26.96, 148.9)
('BjN', 2212, 68.21, 71.91, 133.71)
('ljx', 1556, 11.51, 31.92, 159.35)
('rHj', 2724, 54.75, 18.9, 98.43)
('bCR', 1648, 77.97, 37.2, 41.58)
('gHw', 1554, 100.33, 9.66, 75.42)
('Aku', 3006, 40.75, 50.82, 84.63)
('EfG', 2666, 97.56, 73.65, 96.7)
('oQB', 2812, 104.5, 3.95, 148.81)
('tXW', 3010, 59.35, 62.16, 188.84)
('cPj', 2204, 12.49, 43.9, 96.24)
('AMl', 2832, 100.4, 30.6, 78.78)
('puy', 2858, 2.36, 24.48, 69.88)
('EqT', 768, 51.62, 54.42, 138.34)
('BPq', 2426, 76.3, 45.29, 151.52)
('lle', 1726, 51.6, 35.44, 100.34)
('ADt', 1912, 32.55, 36.12, 133.15)
('izd', 2296, 98.36, 65.89, 142.91)
('skz', 2704, 61.73, 2.55, 73.78)
('mrN', 1692, 54.24, 55.4, 126.42)
('CTo', 2110, 112.35, 13.5, 99.24)
('tVO', 2786, 79.7, 57.3, 113.87)
('bDg', 1678, 69.96, 19.16, 35.9)
('aeZ', 2964, 54.58, 71.21, 138.88)
('xKn', 1744, 48.57, 26.74, 167.14)
('kdU', 1706, 4.36, 14.55, 143.98)
('BLG', 2042, 91.87, 25.91, 161.82)
('vyc', 1930, 85.48, 23.19, 29.65)
('koz', 2808, 18.75, 42.26, 191.56)
('vBf', 2248, 108.31, 18.45, 50.16)
('jEB', 2136, 48.18, 69.72, 213.28)
('Dco', 3046, 58.96, 18.11, 158.7)
('wNC', 2814, 100.65, 58.58, 140.81)
('fjY', 2910, 101.85, 10.98, 140.7)
('gNy', 2182, 80.95, 72.59, 150.9)
('zsU', 1550, 65.55, 70.42, 166.1)
('gMa', 2030, 45.54, 25.55, 123.48)
('CYl', 2624, 103.39, 39.35, 126.75)
('gQk', 2466, 4.86, 30.3, 172.19)
('qqz', 1716, 100.72, 38.26, 79.6)
('xhj', 1788, 1.76, 40.79, 79.8)
('BMC', 2138, 81.8, 12.5, 134.8)
('pYY', 2962, 53.62, 69.72, 69.5)
('gSn', 2680, 71.92, 56.58, 187.98)
('ttd', 2868, 75.97, 71.8, 202.93)
('iZi', 1942, 36.51, 38.1, 162.56)
('qpX', 1660, 1.7, 22.54, 170.49)
('lpK', 2206, 92.96, 41.16, 148.67)
('oLu', 2278, 14.32, 68.61, 128.41)
('yZU', 2642, 67.53, 37.3, 183.7)
('wlQ', 2998, 82.73, 12.52, 77.2)
('dyM', 2834, 20.33, 16.17, 87.4)
('goQ', 2686, 67.46, 57.5, 198.95)
('kGj', 1580, 35.7, 30.57, 177.8)
('hSa', 1926, 77.84, 13.18, 161.59)
('wjD', 2764, 70.45, 61.86, 91.2)
('xJA', 1666, 83.4, 11.59, 15.71)
('Dzj', 2360, 47.13, 21.91, 132.39)
('qsG', 1938, 31.72, 66.21, 105.16)
('AeN', 2420, 100.5, 0.66, 143.45)
('tou', 2382, 64.3, 22.82, 145.13)
('fIM', 2418, 40.69, 13.76, 27.58)
('qZn', 2264, 25.29, 11.32, 66.21)
('fCF', 1780, 109.1, 41.85, 145.1)
('pNa', 1718, 32.58, 68.9, 141.46)
('wDR', 1804, 55.11, 3.35, 141.95)
('sIU', 2174, 17.58, 69.45, 151.16)
('BeF', 1676, 112.96, 8.51, 55.6)
('tWk', 2830, 104.12, 18.26, 121.58)
('waZ', 1872, 67.72, 73.76, 156.57)
('oJd', 2036, 53.12, 51.63, 120.83)
('zCv', 2540, 93.94, 71.9, 105.3)
('pkh', 1784, 113.5, 64.68, 177.81)
('azF', 2040, 24.84, 6.29, 116.84)
('xIU', 1602, 85.95, 18.4, 82.69)
('aAb', 2084, 4.37, 20.94, 60.7)
('mtx', 1868, 13.19, 41.71, 42.79)
('acK', 2726, 51.8, 33.96, 112.94)
('nJW', 2854, 97.59, 6.18, 60.42)
('qZe', 2246, 16.63, 69.32, 172.16)
('lnj', 1944, 65.99, 21.2, 41.22)
('bGZ', 2080, 26.62, 20.74, 127.2)
('baX', 1816, 55.86, 33.46, 65.2)
('jcZ', 2340, 51.47, 25.13, 100.55)
('uuQ', 2322, 109.96, 58.29, 85.6)
('rHq', 2738, 2.5, 16.51, 39.13)
('Vk', 1946, 107.31, 63.66, 77.12)
('cKV', 1760, 73.86, 1.31, 10.49)
('BPO', 2474, 5.77, 41.66, 103.1)
('CRT', 1964, 10.77, 27.33, 27.54)
('yVM', 2210, 23.98, 49.19, 156.34)
('dvi', 2462, 23.74, 26.63, 105.54)
('snY', 3066, 60.57, 24.12, 96.3)
('mqZ', 1612, 43.66, 43.3, 127.39)
('BNV', 2280, 2.65, 68.8, 147.99)
('quV', 2176, 3.2, 52.3, 166.7)
('dZi', 2514, 47.54, 58.66, 111.82)
('tBZ', 728, 91.57, 48.12, 59.23)
('ZV', 2436, 29.36, 48.53, 123.77)
('XD', 2192, 104.56, 16.1, 145.84)
('llQ', 1802, 84.77, 7.88, 113.7)
('sbU', 1810, 3.66, 51.27, 61.79)
('xKg', 1730, 56.2, 47.64, 102.82)
('tWG', 2874, 33.55, 39.59, 64.51)
('psW', 2698, 83.3, 5.49, 147.77)
('exU', 2018, 62.34, 65.25, 70.22)
('rWW', 1294, 35.3, 15.61, 39.63)
('AIR', 2480, 108.7, 38.89, 65.73)
('lZL', 2884, 113.4, 63.28, 65.89)
('fgE', 2558, 28.56, 71.6, 169.71)
('glg', 2302, 54.99, 21.46, 72.9)
('xor', 2532, 31.2, 5.6, 50.83)
('lPC', 1826, 82.68, 4.97, 31.98)
('xKi', 1734, 16.69, 38.15, 77.71)
('BlC', 2398, 36.8, 66.86, 159.72)
('vcY', 2806, 23.17, 25.6, 154.82)
('lmu', 1862, 48.42, 35.37, 65.55)
('smA', 2914, 67.37, 33.4, 89.17)
('jhG', 2822, 26.54, 26.15, 83.6)
('hSv', 1968, 18.66, 58.37, 121.1)
('iBZ', 2600, 23.71, 2.91, 78.63)
('gqo', 2838, 10.6, 58.7, 176.29)
('aGu', 2746, 49.27, 19.3, 99.41)
('vfw', 3062, 73.4, 52.93, 145.44)
('acO', 2734, 95.98, 48.28, 102.51)
('wjF', 2768, 62.22, 62.57, 72.35)
('BOl', 2312, 80.82, 17.7, 63.98)
('ndp', 2528, 107.33, 0.41, 85.24)
('odW', 1866, 44.44, 39.41, 85.18)
('kiZ', 2236, 105.95, 21.81, 43.1)
('grF', 2976, 28.58, 26.37, 61.87)
('ngT', 2900, 95.74, 54.32, 99.59)
('waV', 1864, 61.36, 29.73, 106.27)
('AJz', 2548, 110.85, 73.93, 201.4)
('pVa', 2550, 23.49, 31.7, 32.21)
('zyR', 2168, 57.19, 37.54, 51.48)
('nfA', 2758, 16.42, 1.97, 84.88)
('xyo', 498, 89.44, 17.77, 137.28)
('eDM', 2626, 58.46, 21.33, 43.5)
('eGC', 2918, 90.94, 66.36, 112.93)
('mws', 2170, 94.89, 2.79, 15.18)
('Cqg', 2146, 70.7, 34.7, 150.8)
('oHt', 1860, 100.2, 49.6, 172.65)
('kMZ', 2288, 71.19, 1.1, 14.0)
('utO', 2214, 103.91, 36.76, 40.49)
('qvH', 2252, 27.24, 62.61, 158.7)
('wmg', 3030, 58.5, 37.66, 119.0)
('AHS', 2378, 20.24, 39.9, 166.85)
('pit', 1600, 95.48, 25.45, 30.52)
('aAI', 2150, 10.38, 51.8, 161.54)
('naD', 2244, 55.96, 32.34, 103.46)
('wmb', 3020, 63.46, 53.49, 159.33)
('xVr', 2896, 21.39, 10.25, 22.34)
('qWh', 1940, 43.8, 19.13, 143.66)
('san', 1640, 7.37, 61.8, 130.46)
('oeW', 1970, 9.87, 35.28, 85.47)
('dUn', 2004, 57.7, 47.68, 64.45)
('kIo', 1798, 101.82, 41.8, 142.55)
('kMB', 2240, 89.21, 36.34, 121.52)
('lmb', 1824, 89.3, 9.69, 122.24)
('ooP', 2996, 84.9, 13.1, 126.82)
('cmW', 2334, 15.28, 45.36, 190.48)
