('i_15489', 9841, 19.67, 42.81, 94.47)
('i_14423', 9150, 51.28, 34.34, 82.8)
('i_3260', 2076, 21.01, 25.71, 100.07)
('i_34798', 22116, 49.73, 18.65, 85.87)
('i_5320', 3363, 40.83, 53.0, 113.1)
('i_36459', 23139, 52.63, 40.19, 29.85)
('i_21188', 13456, 9.55, 17.03, 128.77)
('i_28008', 17799, 28.93, 63.82, 101.86)
('i_47161', 29866, 47.81, 58.59, 91.72)
('i_21727', 13811, 17.48, 4.42, 112.64)
('i_47261', 29923, 63.91, 39.32, 45.84)
('i_33059', 21018, 52.65, 48.14, 33.03)
('i_36183', 22974, 30.73, 33.07, 18.96)
('i_41962', 26596, 21.35, 7.71, 20.77)
('i_27744', 17631, 57.58, 51.09, 71.44)
('i_1459', 925, 25.78, 35.37, 65.72)
('i_49982', 31658, 33.08, 50.06, 60.13)
('i_13298', 8454, 29.17, 18.54, 14.47)
('i_37544', 23809, 0.65, 51.58, 133.71)
('i_49126', 31111, 50.35, 31.14, 120.55)
('i_11501', 7310, 22.68, 51.45, 49.68)
('i_19978', 12678, 34.58, 21.86, 14.61)
('i_20866', 13242, 52.43, 48.73, 37.57)
('i_6398', 4063, 42.49, 38.22, 26.04)
('i_50995', 32302, 23.39, 17.94, 126.28)
('i_13814', 8769, 38.13, 4.22, 72.71)
('i_13091', 8309, 5.21, 44.05, 89.61)
('i_3450', 2191, 19.87, 8.76, 135.31)
('i_50654', 32089, 3.43, 48.68, 14.27)
('i_25847', 16428, 18.24, 0.13, 52.51)
('i_11411', 7255, 9.21, 7.83, 49.2)
('i_34356', 21833, 15.28, 36.18, 34.22)
('i_47911', 30329, 18.89, 18.3, 24.97)
('i_30721', 19559, 32.78, 1.51, 116.3)
('i_5361', 3391, 13.06, 43.38, 40.81)
('i_32244', 20511, 28.68, 51.44, 103.78)
('i_22517', 14313, 2.06, 36.02, 103.17)
('i_11756', 7464, 10.66, 49.11, 84.97)
('i_19933', 12651, 19.39, 16.09, 27.08)
('i_43487', 27538, 34.84, 38.53, 123.01)
('i_47141', 29852, 14.62, 59.66, 22.02)
('i_46431', 29395, 32.37, 16.15, 111.58)
('i_36064', 22901, 59.91, 44.17, 36.03)
