('azyo', 30066, 17.0, 3.16, 117.71)
('awlh', 28104, 11.0, 0.19, 5.16)
('jxz', 6627, 97.0, 1.01, 800.07)
('xng', 14794, 28.0, 0.46, 37.09)
('biuf', 34358, 90.0, 1.21, 56.72)
('aikh', 20330, 59.0, 3.43, 56.29)
('axev', 28508, 97.0, 1.47, 254.54)
('apib', 24165, 40.0, 0.4, 66.95)
('bowl', 37722, 46.0, 3.07, 302.73)
('arfs', 25215, 42.0, 3.08, 65.79)
('aqlt', 24802, 20.0, 1.48, 98.06)
('pgv', 9839, 23.0, 3.49, 168.56)
('anxc', 23384, 12.0, 1.23, 21.16)
('hpk', 5221, 16.0, 2.36, 39.09)
('armo', 25373, 7.0, 1.19, 35.88)
('vdp', 13362, 39.0, 3.12, 181.92)
('bgxu', 33337, 13.0, 3.09, 53.98)
('aujm', 26958, 43.0, 1.01, 153.21)
('xdc', 14550, 10.0, 0.26, 70.35)
('akel', 21321, 66.0, 0.77, 165.61)
('abwv', 16755, 19.0, 2.93, 112.28)
('azib', 29685, 25.0, 3.02, 58.88)
('rn', 464, 99.0, 4.05, 695.73)
('azyv', 30073, 75.0, 0.6, 373.62)
('bkgf', 35163, 68.0, 0.94, 236.82)
('fge', 3800, 58.0, 0.59, 178.2)
('rcv', 10943, 44.0, 4.4, 264.0)
('nvu', 8975, 24.0, 3.86, 23.86)
('fty', 4130, 20.0, 3.71, 105.42)
('hoe', 5192, 68.0, 1.98, 334.82)
('apqf', 24330, 50.0, 4.98, 114.35)
('absr', 16659, 6.0, 4.72, 28.83)
('zfi', 15803, 71.0, 1.96, 509.79)
('aist', 20524, 76.0, 2.6, 211.79)
('voa', 13612, 52.0, 3.7, 106.73)
('bgnq', 33102, 21.0, 2.74, 41.97)
('amrw', 22712, 4.0, 3.87, 14.33)
('aeiy', 18091, 60.0, 2.51, 400.48)
('dla', 2716, 60.0, 4.65, 495.53)
('bcom', 30914, 99.0, 3.19, 532.48)
('arzf', 25641, 55.0, 1.23, 405.18)
('avwk', 27785, 61.0, 0.5, 32.3)
('dta', 2908, 43.0, 3.32, 76.76)
('aes', 764, 4.0, 4.79, 23.31)
