('item_34390', 763, 72258.4, 96061.37, 100759.2)
('item_17390', 708, 69756.78, 30234.18, 39589.59)
('item_68130', 91, 70994.42, 29709.93, 35136.18)
('item_58735', 494, 32644.67, 78737.83, 88612.49)
('item_7391', 351, 64554.43, 41390.7, 47806.97)
('item_19422', 32, 77716.51, 70229.9, 77771.19)
('item_60757', 235, 55705.68, 58123.85, 66812.73)
('item_46583', 325, 59739.4, 46916.55, 47416.46)
('item_62818', 60, 43892.91, 42131.0, 51146.43)
('item_11457', 32, 83158.96, 85916.52, 90400.42)
('item_74236', 733, 70596.07, 40378.5, 42482.8)
('item_21781', 494, 82910.24, 40637.15, 50370.47)
('item_59929', 671, 20381.4, 89769.02, 91915.05)
('item_40471', 60, 89932.84, 92748.46, 99918.26)
('item_18491', 574, 84286.67, 21569.59, 25294.68)
('item_38030', 27, 24533.39, 48854.16, 52033.82)
('item_39954', 671, 46865.57, 84455.4, 90536.17)
('item_32691', 634, 28720.74, 79018.03, 86146.39)
('item_37001', 708, 99108.33, 97075.66, 103439.66)
('item_19180', 671, 52723.96, 36541.24, 36564.05)
('item_45', 450, 45710.23, 89684.06, 92818.48)
('item_817', 574, 95155.59, 77387.3, 84324.27)
('item_53404', 452, 96534.74, 23017.19, 32283.77)
('item_21785', 671, 91758.36, 70543.92, 73538.15)
('item_13608', 671, 75865.98, 82591.33, 84483.79)
('item_20970', 351, 68902.32, 75678.85, 79569.86)
('item_63664', 351, 85647.77, 90132.62, 96886.07)
('item_36732', 450, 89554.58, 72333.54, 72702.78)
('item_55054', 769, 56760.11, 68424.8, 69914.89)
('item_18912', 769, 23107.69, 50498.99, 55152.41)
('item_37838', 303, 72068.53, 40410.94, 41868.87)
('item_78426', 513, 87373.16, 79898.35, 84157.06)
('item_74339', 708, 58216.13, 62922.72, 68181.06)
('item_82', 759, 29829.96, 56352.26, 65703.89)
('item_69348', 491, 86093.15, 35419.2, 39055.08)
('item_68863', 91, 90199.29, 91947.97, 95551.1)
('item_7181', 621, 31492.95, 99910.06, 102213.92)
('item_38118', 769, 89049.42, 97232.64, 97594.94)
('item_4839', 611, 63768.85, 57064.65, 61599.38)
('item_63552', 708, 46577.7, 62244.76, 67644.22)
('item_30320', 781, 52432.67, 47337.21, 49960.18)
('item_73155', 121, 67858.15, 44998.3, 54749.91)
('item_33101', 246, 82738.61, 39691.15, 40108.07)
('item_45915', 325, 81683.68, 35663.73, 42933.84)
('item_72587', 27, 84154.17, 99289.92, 99486.67)
('item_74449', 71, 38149.6, 59485.82, 67045.87)
('item_25503', 759, 28517.7, 53371.33, 60994.33)
('item_77988', 242, 26980.56, 32536.63, 39276.3)
('item_1495', 491, 41496.21, 88218.5, 97372.36)
('item_25150', 494, 54446.14, 68168.57, 76312.11)
('item_76874', 101, 65502.65, 47142.1, 57116.47)
('item_65493', 671, 76168.16, 30938.82, 34876.88)
('item_56168', 769, 30042.91, 75260.67, 83243.7)
('item_54740', 634, 39608.75, 50560.58, 50986.55)
('item_10102', 27, 67277.96, 49772.37, 57858.08)
('item_45494', 590, 89330.54, 97148.51, 105532.44)
('item_31612', 427, 85965.24, 35301.16, 43182.41)
('item_24112', 349, 35802.49, 40352.33, 46934.86)
('item_23168', 590, 41940.01, 20172.88, 22494.61)
('item_14870', 621, 33396.75, 89907.3, 96023.86)
('item_66036', 91, 36851.45, 90675.48, 100154.35)
('item_26989', 32, 35568.21, 92026.57, 101921.42)
('item_55369', 769, 87233.6, 93522.95, 102557.86)
('item_54575', 349, 52299.46, 70630.3, 71334.12)
('item_16383', 121, 68249.4, 41125.44, 44219.43)
('item_77627', 491, 63836.7, 41476.69, 49569.93)
('item_23611', 427, 62959.85, 21209.86, 29856.14)
('item_43516', 733, 71219.93, 72570.92, 72809.85)
('item_51081', 590, 39221.29, 41776.05, 46195.82)
('item_16181', 611, 73414.71, 67485.67, 70081.58)
('item_71089', 242, 40569.59, 33832.63, 42561.12)
('item_78721', 653, 95374.47, 70749.11, 79397.64)
('item_57262', 242, 91054.85, 26888.99, 33810.13)
('item_42360', 355, 91284.58, 38148.19, 43849.38)
('item_24817', 611, 58072.15, 26557.77, 31711.15)
('item_9785', 60, 28084.64, 21920.46, 29651.98)
('item_36494', 769, 83982.48, 62598.24, 68715.49)
('item_48349', 653, 45873.66, 32140.83, 36719.93)
('item_68291', 87, 50696.71, 40457.03, 45168.03)
('item_12863', 450, 43790.72, 97385.07, 100354.46)
('item_57511', 513, 99278.97, 59641.67, 63670.93)
('item_22066', 708, 74918.31, 34404.25, 40225.9)
('item_29566', 769, 40362.24, 88909.27, 97005.01)
('item_48453', 349, 35303.07, 48320.26, 55058.47)
('item_66260', 411, 92635.11, 87305.27, 96955.36)
('item_37785', 71, 73603.53, 25867.83, 30948.46)
('item_23461', 611, 92319.8, 27434.27, 33493.23)
('item_4396', 101, 98384.25, 85478.1, 90005.9)
('item_2840', 759, 40850.6, 35243.32, 35926.52)
('item_44502', 759, 27166.87, 90572.21, 93997.4)
('item_12187', 760, 70823.11, 47509.27, 50289.56)
('item_34662', 513, 27172.11, 26959.82, 31725.85)
('item_38416', 450, 87858.2, 41895.62, 43598.49)
('item_72286', 759, 56402.21, 43258.89, 47363.52)
('item_9660', 355, 67430.46, 98661.13, 104913.02)
('item_46359', 325, 79734.53, 60125.29, 61992.47)
('item_48901', 246, 83018.76, 30070.4, 34636.66)
('item_5829', 91, 36543.32, 86875.47, 92866.32)
('item_5435', 620, 49481.43, 25052.14, 25092.33)
('item_69023', 620, 63272.91, 96205.26, 104419.69)
('item_4463', 450, 66503.31, 67002.64, 69371.26)
('item_76428', 246, 24937.03, 44660.91, 48682.17)
('item_48004', 411, 63037.06, 85600.94, 87251.23)
('item_74907', 611, 41168.06, 65894.6, 72234.56)
('item_45130', 101, 79864.77, 48664.67, 56557.81)
('item_276', 325, 60176.02, 34686.6, 44386.46)
('item_1756', 246, 61701.16, 39443.63, 49151.34)
('item_39042', 671, 75536.33, 63560.31, 69759.94)
('item_7518', 634, 39181.21, 95301.11, 102839.36)
('item_69064', 351, 78566.67, 89503.6, 92687.35)
('item_59865', 87, 30091.13, 65745.02, 71145.85)
('item_20443', 634, 70379.42, 41167.84, 41778.9)
('item_8148', 590, 81189.69, 88490.69, 88544.41)
('item_8575', 71, 45256.34, 98015.86, 105969.92)
('item_44638', 781, 77375.28, 55542.33, 63055.16)
('item_68606', 513, 83485.69, 84323.96, 90825.94)
('item_17601', 17, 61603.01, 86300.35, 95969.85)
('item_49967', 708, 49431.75, 29086.57, 36404.74)
('item_7853', 763, 99790.0, 29312.46, 34220.37)
('item_9500', 653, 43031.03, 94849.67, 101826.94)
('item_27101', 452, 67736.51, 37191.18, 39060.71)
('item_27716', 452, 68799.92, 56318.73, 56789.76)
('item_70826', 574, 50693.0, 57343.31, 63930.18)
('item_9318', 760, 55948.93, 57441.98, 59939.19)
('item_26181', 590, 29143.07, 65011.79, 71886.16)
('item_61757', 494, 98214.16, 78679.3, 84072.9)
('item_34038', 17, 24491.73, 41585.99, 51557.82)
('item_17232', 620, 49866.35, 36348.74, 43661.61)
('item_16780', 494, 80827.1, 55112.64, 60741.75)
('item_2346', 91, 57643.27, 89252.03, 90298.98)
('item_63430', 559, 52503.1, 34460.56, 35221.07)
('item_28964', 760, 34815.53, 98625.99, 102221.77)
('item_53428', 733, 65776.16, 73207.09, 79314.55)
('item_67059', 491, 76837.37, 85689.77, 88263.01)
('item_27636', 101, 69870.83, 95227.38, 104315.96)
('item_44354', 351, 74700.85, 99563.53, 109487.98)
('item_61934', 590, 31554.53, 25126.1, 33511.25)
('item_66059', 325, 85658.68, 56410.43, 61223.43)
('item_79832', 620, 51465.38, 88967.25, 90424.21)
('item_14014', 71, 87930.82, 20531.69, 28873.07)
('item_47463', 759, 32209.05, 91856.32, 98857.62)
('item_43337', 452, 57938.55, 65192.52, 70771.83)
('item_62835', 491, 54634.09, 67964.57, 71496.43)
('item_7955', 574, 48880.11, 77422.27, 84098.43)
('item_24283', 559, 34309.12, 81553.03, 83981.0)
('item_14189', 733, 31882.19, 81981.5, 82950.78)
('item_46463', 325, 48667.15, 21300.26, 29059.6)
('item_4865', 574, 77575.48, 54140.65, 64076.83)
('item_57517', 71, 25397.97, 49620.9, 57369.83)
('item_43372', 17, 90966.69, 36049.28, 36826.61)
('item_14332', 452, 65132.32, 76775.32, 80977.63)
('item_19244', 671, 61474.01, 31766.28, 38899.45)
('item_71367', 513, 38532.74, 37621.67, 46627.05)
('item_55409', 427, 72507.41, 66558.86, 73886.28)
('item_79328', 101, 73931.29, 38151.06, 38744.29)
('item_44439', 620, 38751.82, 75726.16, 85574.84)
('item_1284', 351, 51991.63, 52517.63, 56738.21)
('item_15677', 450, 95065.23, 23977.38, 29192.04)
('item_23348', 634, 62328.58, 99238.82, 99476.14)
('item_5921', 303, 92213.83, 39550.87, 40004.81)
('item_36639', 621, 83678.48, 84559.41, 90637.32)
('item_30528', 303, 20667.06, 29263.0, 37942.3)
('item_71770', 708, 53620.31, 74896.34, 82897.55)
('item_35710', 427, 73649.35, 26596.49, 31516.36)
('item_29988', 671, 28348.75, 62371.36, 63803.35)
('item_12100', 733, 23720.97, 23007.32, 26644.13)
('item_74630', 452, 22362.96, 44621.12, 51275.91)
('item_9881', 91, 87620.02, 86554.09, 95885.27)
('item_7555', 411, 51893.59, 51797.09, 56214.6)
('item_20238', 513, 32284.57, 62783.24, 62881.53)
('item_25835', 621, 65172.22, 61323.75, 65446.72)
('item_56264', 621, 99125.61, 86259.58, 91632.27)
('item_58689', 494, 80336.35, 52633.37, 57854.14)
('item_79123', 653, 27892.04, 24692.18, 24867.59)
('item_55651', 621, 61083.54, 20490.41, 26092.79)
('item_3815', 513, 30120.51, 46191.53, 55947.88)
