('sPo', 2838, 110.66, 72.9, 151.72)
('CmM', 1794, 8.47, 53.14, 77.25)
('xSq', 2582, 22.0, 18.21, 135.3)
('gex', 1608, 77.7, 66.9, 111.96)
('dRg', 1678, 112.8, 37.63, 159.85)
('kIk', 1790, 6.61, 9.58, 61.35)
('lZt', 2848, 81.5, 35.13, 40.48)
('cPB', 2240, 41.48, 71.48, 151.83)
('oSG', 3030, 103.41, 44.93, 151.34)
('rZX', 1608, 13.35, 23.0, 23.92)
('hVR', 2324, 96.48, 24.8, 90.43)
('gnw', 2542, 41.25, 0.68, 27.17)
('rJD', 2972, 64.47, 67.76, 186.51)
('eDe', 2558, 62.81, 41.5, 173.38)
('DAA', 2498, 22.16, 63.61, 111.43)
('AkK', 3038, 110.67, 56.55, 144.8)
('azI', 2046, 57.6, 4.39, 22.96)
('nEy', 2286, 53.5, 31.28, 118.13)
('AeM', 2418, 103.75, 74.7, 109.18)
('rCV', 2280, 6.57, 0.36, 5.39)
('fsK', 750, 36.73, 59.26, 59.28)
('kIc', 1774, 24.39, 60.26, 197.86)
('lNo', 1590, 16.94, 10.71, 54.77)
('Aen', 2368, 65.89, 29.72, 163.37)
('yVC', 2190, 65.64, 30.93, 105.88)
('fLF', 2716, 81.84, 7.48, 117.92)
('nFl', 2364, 10.64, 12.38, 37.71)
('qwQ', 2374, 10.98, 47.7, 193.83)
('BKu', 1914, 63.39, 0.87, 60.19)
('CWe', 2402, 58.94, 13.86, 98.98)
('CRR', 1960, 4.93, 0.21, 145.71)
('CkL', 1584, 2.5, 63.32, 209.8)
('Bkt', 2276, 12.24, 33.84, 130.21)
('kFZ', 1560, 21.96, 49.93, 95.55)
('pNt', 1756, 95.57, 10.12, 86.92)
('xNN', 2108, 64.81, 17.23, 83.12)
('BiF', 2092, 43.64, 8.8, 65.93)
('Dzc', 2346, 48.79, 66.1, 87.52)
('BPG', 2458, 96.2, 8.31, 43.28)
('tDR', 920, 67.4, 72.9, 152.6)
('DCg', 2666, 33.57, 11.84, 117.19)
('zbb', 2760, 88.99, 28.65, 162.15)
('zxx', 2024, 66.68, 7.83, 18.57)
('goI', 2670, 87.5, 48.72, 160.13)
('izM', 2366, 49.2, 63.58, 179.7)
('uwl', 2468, 26.89, 48.85, 191.63)
('scV', 1916, 47.6, 55.59, 110.53)
('lxe', 2974, 66.44, 9.74, 129.9)
('tXi', 2930, 18.11, 4.93, 64.58)
('vGj', 2776, 114.9, 46.49, 99.61)
('ppy', 2338, 88.17, 7.18, 89.84)
('iZZ', 2028, 11.18, 68.93, 138.29)
('sMi', 2514, 68.75, 70.82, 86.97)
('vGW', 2854, 37.89, 42.41, 146.36)
('quQ', 2166, 93.52, 15.7, 124.31)
('lqt', 2276, 73.57, 72.46, 178.62)
('rCx', 2232, 87.8, 30.68, 64.21)
('pnN', 2160, 42.56, 37.67, 72.4)
('BHC', 1618, 11.78, 55.8, 101.9)
('cgk', 1634, 22.73, 57.6, 202.8)
('pku', 1810, 36.46, 27.79, 104.46)
('aJa', 3018, 16.76, 60.25, 60.56)
('yoT', 1860, 17.48, 13.55, 152.12)
('vZv', 1708, 11.33, 73.18, 102.33)
('dZU', 2590, 60.1, 32.84, 164.16)
('jIy', 2546, 13.24, 32.63, 133.91)
('eGJ', 2932, 35.8, 51.75, 111.8)
('gIt', 1652, 4.7, 42.2, 170.3)
('tLt', 1704, 50.8, 44.4, 174.85)
('ztR', 1648, 5.23, 56.86, 175.62)
('olo', 2630, 43.96, 72.62, 181.32)
('rFB', 2552, 27.5, 13.85, 49.52)
('eGy', 2910, 91.57, 35.3, 156.47)
('vyI', 1994, 107.8, 71.39, 188.37)
('nIs', 2690, 9.37, 52.4, 86.2)
('vvr', 1648, 82.84, 8.43, 33.71)
('hUZ', 2236, 20.74, 58.0, 203.94)
('wbx', 1920, 46.68, 40.36, 150.65)
('dwY', 2650, 9.87, 51.98, 74.73)
('yxo', 2734, 74.57, 32.83, 60.6)
('Agk', 2570, 19.45, 62.39, 76.2)
('vuM', 1586, 45.6, 52.39, 126.77)
('wLX', 2648, 46.67, 23.43, 71.99)
('qzX', 2700, 61.72, 45.61, 57.36)
('DuH', 1888, 56.67, 0.31, 15.3)
('knz', 2704, 82.77, 4.85, 15.42)
('rgg', 2978, 74.22, 57.43, 175.97)
('wbQ', 1958, 19.1, 47.26, 96.52)
('pjR', 1752, 46.93, 19.26, 150.7)
('nJN', 2836, 51.11, 15.86, 56.7)
('nez', 2652, 33.9, 71.62, 173.28)
('lRT', 2068, 60.9, 15.26, 19.23)
('DVq', 1594, 60.62, 70.67, 76.56)
('ytd', 2296, 15.73, 55.48, 155.47)
('jzC', 1618, 43.4, 58.34, 120.81)
('eut', 1652, 64.43, 31.95, 134.71)
('Wn', 2056, 73.52, 29.15, 152.27)
('quk', 2102, 28.72, 69.58, 113.98)
('aJp', 3048, 111.15, 41.35, 134.16)
('oFO', 1694, 58.22, 5.87, 21.65)
('oih', 2304, 24.34, 26.59, 147.12)
('hmB', 1720, 96.29, 48.73, 178.38)
('bks', 2794, 51.39, 3.58, 109.72)
('poM', 2262, 24.39, 4.69, 82.16)
('zda', 2966, 44.7, 32.75, 86.25)
('nJq', 2790, 50.6, 44.45, 56.75)
('koh', 2772, 76.11, 58.67, 64.32)
('sOB', 2760, 60.27, 63.82, 120.85)
('AjL', 2936, 41.95, 38.1, 134.29)
('yQq', 1646, 62.36, 20.35, 153.96)
('qSE', 1570, 2.76, 55.52, 184.29)
('bjK', 2726, 111.83, 46.78, 60.99)
('nzQ', 1802, 81.97, 33.5, 110.6)
('EeR', 2584, 2.45, 33.8, 95.31)
('RT', 1600, 27.85, 20.2, 126.1)
('xRH', 2512, 70.55, 70.46, 203.53)
('fKs', 2586, 82.84, 53.53, 158.88)
('fen', 2316, 69.39, 35.6, 123.44)
('kqK', 3038, 78.9, 67.3, 131.56)
('yRB', 1772, 56.6, 7.44, 60.67)
('kMS', 2274, 80.3, 19.78, 102.98)
('dRu', 1706, 0.32, 48.33, 64.66)
('nza', 1718, 45.36, 46.23, 117.58)
('wGR', 2116, 101.74, 9.2, 63.91)
('eZW', 1866, 4.58, 56.91, 167.64)
('sGe', 1882, 47.6, 65.8, 144.67)
('bOO', 2890, 82.8, 26.15, 103.85)
('nbQ', 2374, 106.39, 48.34, 72.49)
('DES', 2950, 60.62, 48.51, 187.94)
('dxu', 2694, 50.73, 64.85, 95.28)
('pYk', 2882, 103.74, 51.21, 192.29)
('xqO', 2786, 37.79, 21.23, 108.23)
('Ckn', 1536, 29.69, 13.28, 105.89)
('eXH', 1628, 108.31, 61.2, 90.9)
('lVt', 2432, 75.1, 44.0, 99.8)
('kNp', 2320, 36.88, 46.93, 184.36)
('dXx', 2336, 93.75, 44.74, 84.1)
('wFA', 1978, 18.71, 21.57, 42.53)
('fGX', 2232, 28.68, 54.73, 174.7)
('wNH', 2824, 85.0, 19.43, 167.99)
('dwi', 2566, 54.5, 34.76, 94.76)
('yZq', 2582, 52.65, 69.46, 163.2)
('CWG', 2458, 27.72, 3.36, 115.8)
('rcq', 2582, 60.77, 0.59, 103.81)
('bmv', 3008, 10.45, 55.18, 110.17)
('wNg', 2770, 13.25, 28.3, 114.35)
('BiB', 2084, 47.4, 9.36, 92.32)
('bbg', 1834, 7.0, 67.99, 93.31)
('reX', 2856, 70.64, 57.68, 142.88)
('doQ', 1802, 20.53, 50.15, 78.23)
('skb', 2656, 82.4, 17.87, 27.61)
('wXu', 770, 109.33, 25.91, 160.42)
('gTX', 2856, 84.27, 54.12, 156.43)
('jMc', 2918, 89.63, 11.8, 153.79)
('ibe', 2870, 58.2, 13.67, 160.48)
('oeU', 1966, 92.4, 36.2, 165.62)
('fjY', 2910, 101.85, 10.98, 140.7)
('yph', 1888, 20.22, 43.63, 166.6)
('Akt', 3004, 3.26, 53.7, 178.1)
('aBl', 2208, 33.93, 74.4, 216.22)
('sed', 2036, 16.69, 48.31, 140.49)
('AZI', 1162, 53.67, 11.44, 65.83)
('gRf', 2560, 7.48, 40.2, 176.77)
('jFu', 2226, 101.76, 29.24, 124.19)
('hnp', 1800, 66.65, 57.64, 94.65)
('uBo', 2994, 39.11, 74.88, 193.41)
('lxd', 2972, 14.64, 64.89, 137.27)
('xmm', 2314, 15.8, 20.38, 109.69)
('tSG', 2458, 90.0, 4.88, 103.63)
('oNy', 2494, 62.7, 19.97, 112.43)
('kKu', 2018, 6.14, 28.1, 115.83)
('lOq', 1698, 48.8, 48.71, 68.37)
('qxF', 2456, 99.8, 2.84, 111.7)
('fjH', 2876, 95.73, 2.92, 119.75)
('qVa', 1822, 54.96, 5.9, 85.39)
('lTz', 2236, 38.14, 41.61, 113.65)
('zDl', 2624, 79.72, 73.3, 184.91)
('rEF', 2456, 67.93, 54.37, 172.92)
('ffF', 2456, 6.58, 43.12, 109.56)
('kMj', 2204, 87.24, 56.22, 80.71)
('yVK', 2206, 90.57, 5.3, 34.54)
('zCQ', 2582, 1.84, 14.47, 100.97)
('cRd', 2400, 14.58, 37.57, 124.55)
('ghn', 1900, 1.68, 58.79, 204.5)
('jMx', 2960, 52.14, 62.84, 149.72)
('Vn', 1952, 39.0, 22.14, 41.27)
('eAW', 2334, 36.33, 43.28, 127.8)
('tnZ', 2340, 3.7, 40.69, 59.35)
('qtv', 2020, 103.3, 46.13, 159.45)
('yyb', 2812, 68.72, 12.29, 21.74)
('ngY', 2910, 95.44, 39.53, 63.97)
('Bno', 2578, 32.27, 61.22, 98.47)
('uuN', 2316, 37.98, 1.83, 101.99)
('jJj', 2620, 25.75, 1.8, 143.74)
('lXm', 2626, 46.35, 60.69, 83.99)
('gMs', 2066, 78.23, 53.55, 89.49)
('wbd', 1880, 41.17, 17.73, 54.17)
('kmA', 2602, 98.83, 62.72, 135.89)
('bje', 2662, 105.3, 63.45, 97.73)
('Alf', 12, 74.34, 56.67, 185.85)
('jjR', 3052, 79.43, 62.14, 210.41)
('reH', 2824, 33.95, 62.33, 195.36)
('rZO', 1590, 15.71, 0.18, 22.63)
('pRN', 2212, 87.89, 4.41, 20.73)
('AKn', 2628, 37.44, 70.63, 145.24)
('sgI', 2306, 91.91, 49.21, 166.29)
('gSA', 2706, 95.82, 40.82, 152.56)
('mVc', 1670, 8.99, 8.8, 70.23)
('BhN', 2004, 41.26, 40.35, 100.23)
('CYn', 2628, 62.62, 43.78, 51.77)
('AMe', 2818, 33.67, 68.67, 90.59)
('hwy', 2754, 12.92, 44.67, 178.43)
('Boe', 2662, 73.3, 30.71, 121.47)
('cQG', 2354, 5.98, 46.5, 100.7)
('fAY', 1610, 26.96, 42.65, 112.12)
('cks', 2066, 103.61, 11.98, 160.4)
('xgn', 1692, 37.45, 17.38, 36.7)
('BIK', 1738, 29.92, 11.13, 20.81)
('whl', 2520, 18.47, 62.72, 88.7)
('exc', 1930, 62.65, 53.23, 139.21)
('nJe', 2766, 13.78, 24.61, 84.23)
('vem', 2938, 46.58, 14.58, 107.3)
('ezJ', 2204, 108.73, 10.78, 53.98)
('whC', 2554, 16.33, 42.24, 133.93)
('lmy', 1870, 17.24, 67.93, 192.63)
('rGS', 2690, 41.41, 22.3, 117.89)
('lkI', 1682, 28.97, 39.83, 40.27)
('gri', 2930, 44.0, 35.4, 179.91)
('pSI', 2306, 79.11, 43.14, 64.67)
('bLc', 2502, 4.4, 74.37, 104.17)
('rbf', 2456, 53.96, 41.17, 168.74)
('lYr', 2740, 45.44, 64.54, 173.24)
('kiA', 2186, 75.32, 0.54, 114.14)
('fia', 2706, 107.52, 5.54, 22.8)
('BpD', 2816, 84.89, 30.4, 175.1)
('aJr', 3052, 98.21, 11.4, 57.64)
('yxJ', 2776, 114.39, 47.3, 52.26)
('fIw', 2386, 107.39, 3.29, 50.59)
('uvv', 2384, 46.14, 50.32, 110.58)
('ElT', 248, 48.3, 61.29, 61.37)
('iZI', 1994, 59.18, 62.2, 154.87)
('kRs', 2742, 40.7, 27.33, 99.44)
('qLk', 802, 28.48, 7.21, 72.58)
('AcE', 2194, 95.3, 51.37, 179.29)
('bBT', 1548, 97.64, 45.99, 100.66)
('pqa', 2394, 61.84, 36.49, 96.57)
('Ehx', 2856, 46.13, 36.42, 173.85)
('kdv', 1656, 74.65, 16.38, 78.19)
('fLq', 2686, 51.79, 74.28, 112.57)
('bIv', 2228, 14.2, 47.24, 152.7)
('xJE', 1674, 111.85, 59.56, 80.66)
('oGg', 1730, 56.26, 65.99, 118.45)
('yvW', 2594, 51.2, 63.65, 168.87)
('bPi', 2930, 8.55, 32.15, 141.55)
('kKD', 2036, 41.55, 1.91, 85.67)
('mUo', 1590, 92.43, 52.45, 99.27)
('vfV', 44, 53.74, 68.78, 137.27)
('qVL', 1896, 64.26, 59.6, 141.87)
('Eau', 2122, 104.39, 40.47, 151.13)
('Eap', 2112, 43.22, 56.5, 181.44)
('isC', 1618, 64.96, 17.33, 166.64)
('ANl', 2936, 22.97, 70.61, 114.67)
('jhI', 2826, 17.85, 44.54, 142.22)
('jes', 2482, 78.4, 68.73, 80.84)
('cle', 2142, 57.34, 59.76, 76.77)
('hWI', 2410, 40.39, 39.54, 58.34)
('saY', 1714, 36.87, 3.96, 57.41)
('xRv', 2488, 17.2, 69.39, 112.58)
('hTZ', 2132, 55.61, 73.8, 97.36)
('Bpj', 2776, 18.52, 56.2, 130.3)
('azd', 1984, 42.11, 70.31, 194.1)
('gip', 2008, 71.31, 23.62, 114.97)
('hsl', 2312, 83.1, 35.2, 157.85)
('tQu', 2226, 98.99, 53.3, 185.42)
('kjm', 2262, 6.29, 56.67, 105.98)
('tPl', 2104, 105.2, 63.38, 175.3)
('mtN', 1900, 21.76, 39.86, 184.31)
('CWN', 2472, 103.93, 45.31, 106.61)
('xIX', 1608, 90.89, 71.92, 134.76)
('tLR', 1752, 111.81, 12.76, 123.17)
('ljx', 1556, 11.51, 31.92, 159.35)
('yvy', 2546, 11.17, 63.11, 107.29)
('sOS', 2794, 111.76, 13.43, 155.27)
('kTF', 2976, 97.95, 50.29, 113.87)
('BHZ', 1664, 29.12, 60.68, 77.4)
('ryM', 1846, 12.93, 71.28, 128.23)
('pix', 1608, 103.56, 40.9, 157.85)
('yyA', 2862, 54.19, 10.36, 16.69)
('hnr', 1804, 51.52, 26.92, 113.71)
('ngH', 2876, 10.95, 45.2, 150.75)
('ggq', 1802, 110.32, 21.22, 67.71)
('BHb', 1564, 96.43, 4.16, 35.1)
('Cvu', 2694, 114.78, 69.71, 188.1)
('sFE', 1830, 81.87, 6.37, 96.2)
('iCm', 2626, 62.38, 27.28, 86.17)
('CYW', 2698, 97.9, 4.98, 148.78)
('toq', 2374, 75.6, 63.88, 68.44)
('fhM', 2678, 12.41, 74.63, 146.3)
('ttw', 2906, 8.48, 25.0, 79.72)
('rBi', 2098, 21.39, 0.37, 98.32)
('dtU', 2330, 90.69, 22.47, 44.53)
('wlY', 3014, 58.42, 44.34, 78.56)
('tLA', 1718, 16.8, 43.92, 171.8)
('lkb', 1616, 76.16, 13.46, 98.41)
('tQD', 2244, 26.1, 73.83, 92.54)
('utT', 2224, 82.16, 72.9, 181.58)
('fcG', 2146, 11.34, 10.64, 138.36)
('wPy', 3014, 46.81, 26.65, 34.48)
('ylP', 1540, 18.61, 36.79, 128.57)
('qSv', 1552, 14.2, 7.22, 119.13)
('myG', 2406, 99.47, 1.46, 42.26)
('xjo', 2006, 108.4, 68.29, 212.52)
('fFJ', 2100, 69.84, 64.97, 146.88)
('nhM', 2990, 9.94, 13.8, 29.4)
('lrs', 2378, 97.27, 4.79, 26.76)
('lNC', 1618, 46.25, 33.94, 161.43)
('kMg', 2198, 95.37, 9.7, 10.0)
('thH', 1680, 70.19, 65.14, 204.51)
('fBa', 1614, 107.91, 29.67, 108.83)
('mrQ', 1698, 110.31, 52.17, 104.87)
('hQE', 1778, 113.49, 44.39, 120.96)
('iOt', 820, 9.33, 20.35, 104.5)
('slI', 2826, 28.41, 24.54, 51.65)
('bgt', 2380, 88.53, 71.54, 79.82)
('Wo', 2058, 24.55, 7.78, 63.9)
('mAF', 2612, 4.1, 53.77, 65.9)
('eud', 1620, 41.43, 58.66, 183.99)
('bHb', 2084, 73.36, 57.3, 70.58)
('bgb', 2344, 36.8, 29.71, 96.33)
('nKg', 2874, 89.28, 23.91, 33.35)
('DDQ', 2842, 36.24, 6.88, 112.49)
('ncf', 2404, 21.19, 42.82, 154.74)
('bST', 248, 62.3, 32.54, 142.52)
('lnx', 1972, 18.1, 54.46, 174.98)
('hLf', 1208, 68.31, 33.13, 92.78)
('xmt', 2328, 109.1, 40.68, 75.55)
('fhk', 2622, 90.95, 65.19, 194.13)
('BSc', 2710, 22.38, 64.52, 202.46)
('jhQ', 2842, 3.0, 7.8, 93.38)
('gdT', 1548, 78.4, 7.4, 110.18)
('vwb', 1720, 97.21, 57.3, 89.18)
('DvS', 2014, 57.89, 31.21, 88.48)
('pjn', 1692, 3.72, 72.9, 127.2)
('hmV', 1760, 102.15, 68.78, 120.64)
('adg', 2770, 17.87, 59.96, 203.76)
('nht', 2952, 62.36, 5.8, 33.45)
('oGZ', 1820, 62.44, 2.4, 71.79)
('zDH', 2668, 28.96, 32.5, 130.2)
('wLa', 2550, 18.4, 72.46, 163.44)
('CSD', 2036, 75.49, 10.7, 53.11)
('BjQ', 2218, 52.27, 55.32, 145.16)
('qYd', 2140, 29.5, 25.72, 112.99)
('chV', 1812, 36.89, 35.63, 97.3)
('pON', 1900, 94.67, 55.82, 150.77)
('mZQ', 2166, 69.61, 64.65, 167.12)
('fHs', 2274, 68.8, 57.94, 111.58)
('CXk', 2518, 41.85, 3.6, 130.6)
('CUx', 2232, 16.45, 7.91, 139.44)
('WE', 2090, 48.49, 9.23, 115.31)
('aJl', 3040, 8.92, 11.55, 87.85)
('cKD', 1724, 32.55, 32.44, 181.22)
('ZL', 2416, 31.6, 25.78, 95.84)
('uSv', 1708, 105.64, 4.57, 118.27)
('hqu', 2122, 37.2, 0.6, 80.22)
('eyU', 2122, 22.5, 50.1, 97.5)
('qwx', 2336, 25.93, 27.79, 147.36)
('nyQ', 1698, 90.33, 22.29, 125.13)
('qyg', 2510, 86.13, 57.38, 128.31)
('oNs', 2482, 36.76, 2.81, 90.4)
('etP', 1592, 21.85, 28.93, 36.41)
('xnH', 2460, 109.4, 5.22, 36.92)
('BhY', 2026, 42.21, 39.25, 146.76)
('ezT', 2224, 2.5, 9.92, 114.36)
('hmK', 1738, 27.92, 38.9, 161.25)
('gVm', 2990, 16.6, 59.56, 192.1)
('fep', 2320, 82.86, 31.27, 36.15)
('dzR', 2948, 78.45, 17.38, 34.36)
('hUQ', 2218, 80.98, 24.68, 115.78)
('hTF', 2092, 35.78, 44.4, 66.59)
('clT', 2224, 51.5, 60.3, 94.25)
('vzA', 2082, 50.12, 0.64, 43.17)
('vwg', 1730, 6.58, 4.57, 112.29)
('EaX', 2180, 30.33, 32.26, 71.27)
('oOL', 2624, 54.32, 40.83, 96.47)
('oRU', 2954, 41.75, 12.11, 34.85)
('seC', 2086, 113.35, 3.6, 96.55)
('zug', 1678, 24.35, 5.78, 65.16)
('fEu', 1966, 33.6, 26.69, 154.41)
('EiB', 2968, 113.81, 73.45, 102.85)
('oFw', 1658, 77.32, 25.89, 112.5)
('lxr', 3000, 106.83, 38.77, 80.5)
('rdO', 2734, 31.78, 42.46, 74.32)
('trj', 2672, 41.58, 16.15, 84.5)
('DsG', 1678, 16.29, 10.28, 108.1)
('awh', 1680, 114.3, 36.6, 93.1)
('Bqr', 2896, 108.96, 7.62, 142.25)
('eCy', 2494, 100.99, 49.93, 121.1)
('ACI', 1838, 65.94, 51.21, 153.49)
('mvJ', 2100, 104.3, 17.11, 152.85)
('sJA', 2238, 53.1, 29.11, 93.85)
('oLg', 2250, 99.3, 40.25, 58.42)
('hVv', 2280, 31.87, 59.42, 81.67)
('nhR', 3000, 26.47, 68.79, 165.8)
('vZz', 1716, 94.22, 46.32, 71.27)
('rDY', 2390, 93.48, 4.56, 51.71)
('wlG', 2978, 24.52, 51.3, 54.93)
('uTR', 1856, 110.35, 66.59, 104.2)
('iZF', 1988, 15.72, 74.75, 107.5)
('kSu', 2850, 109.71, 50.34, 81.75)
('req', 2790, 65.42, 72.7, 164.43)
('tRh', 2304, 47.5, 10.12, 59.34)
('xNR', 2116, 0.83, 51.54, 135.69)
('ALu', 2746, 109.79, 17.42, 150.16)
('iNK', 750, 2.94, 34.74, 121.17)
('xmT', 2380, 105.91, 11.27, 71.38)
('cje', 1934, 47.65, 24.84, 73.12)
('aFA', 2654, 10.12, 7.37, 86.83)
('aHU', 2902, 93.0, 72.3, 181.68)
('nzs', 1754, 60.16, 14.84, 55.36)
('yYU', 2538, 9.96, 9.56, 101.75)
('kiI', 2202, 66.84, 61.51, 177.5)
('fcd', 2088, 29.96, 14.31, 78.6)
('mro', 1642, 28.26, 28.5, 36.44)
('wMd', 2660, 15.61, 72.53, 90.41)
('rwf', 1572, 43.77, 4.24, 46.86)
('mti', 1838, 79.7, 70.52, 204.4)
('Ect', 2328, 71.27, 51.92, 176.84)
('xeV', 1552, 95.95, 6.7, 55.26)
('jdw', 2386, 109.19, 49.4, 170.39)
('olf', 2612, 30.33, 58.22, 86.42)
('wmd', 3024, 113.7, 3.77, 135.31)
('dwn', 2576, 107.55, 42.49, 57.24)
('DCe', 2662, 9.59, 36.38, 137.68)
('eDa', 2550, 54.21, 37.54, 103.83)
('kMH', 2252, 73.63, 31.18, 132.11)
('hRg', 1834, 30.69, 51.89, 54.41)
('XX', 2232, 12.26, 74.52, 127.78)
('lSi', 2098, 101.5, 42.47, 144.54)
('zzj', 2204, 64.7, 21.36, 148.55)
('zWS', 1598, 29.88, 29.83, 125.12)
('uzI', 2826, 32.45, 37.29, 79.57)
('bgL', 2416, 16.31, 59.48, 123.1)
('gjR', 2168, 56.73, 38.86, 52.33)
('DWs', 1702, 93.51, 0.14, 55.21)
('gUF', 2924, 36.7, 16.78, 107.2)
('dvC', 2502, 64.17, 44.8, 170.78)
('lNp', 1592, 72.44, 19.94, 96.46)
('Cxu', 2902, 7.14, 33.5, 54.25)
('oMz', 2392, 21.6, 6.72, 105.29)
('DAY', 2546, 26.11, 26.5, 58.97)
('itJ', 1736, 110.17, 31.2, 65.1)
('qDV', 44, 35.52, 47.64, 123.94)
('kPq', 2530, 11.99, 27.78, 145.57)
('ghO', 1954, 72.4, 45.98, 77.18)
('ofD', 2036, 102.31, 60.67, 136.37)
('hoS', 1962, 50.64, 20.79, 87.22)
('kiy', 2182, 59.4, 12.35, 63.5)
('hwr', 2740, 1.75, 38.51, 39.36)
('aeL', 2936, 45.71, 8.8, 136.15)
('Dvu', 1966, 73.3, 41.31, 141.17)
('gSX', 2752, 12.41, 18.73, 92.49)
('wDo', 1746, 106.7, 69.52, 150.26)
('cqF', 2716, 106.64, 2.52, 110.91)
('dwF', 2612, 12.66, 61.89, 173.27)
('aza', 1978, 68.12, 7.23, 59.74)
('eaE', 2662, 82.97, 43.7, 111.28)
('rxL', 1740, 23.79, 30.18, 106.45)
('uuE', 2298, 82.88, 38.16, 176.81)
('AcG', 2198, 14.68, 64.56, 99.93)
('sgh', 2252, 19.5, 53.52, 155.72)
('nBu', 1966, 94.41, 1.4, 33.1)
('aAZ', 2184, 13.32, 51.34, 100.52)
('Akp', 2996, 59.87, 51.43, 103.33)
('iyi', 2202, 33.91, 60.4, 72.55)
('BOY', 2390, 91.68, 46.17, 90.38)
('eyA', 2082, 47.16, 17.11, 132.15)
('psK', 2674, 7.94, 8.56, 36.49)
('zGO', 2994, 97.36, 42.37, 174.84)
('koN', 2836, 86.33, 1.46, 12.7)
('icr', 3000, 101.56, 12.3, 35.93)
('pYo', 2890, 38.28, 60.45, 102.67)
('jdJ', 2412, 113.32, 40.7, 65.84)
('qYN', 2212, 97.81, 54.62, 190.38)
('xWE', 3026, 19.15, 70.33, 197.92)
('hpa', 1978, 60.64, 20.13, 31.21)
('mtv', 1864, 105.46, 35.13, 144.93)
('iDL', 2780, 92.41, 23.73, 24.88)
('fAP', 1592, 99.16, 20.9, 161.42)
('vep', 2944, 30.17, 29.93, 119.17)
('BPr', 2428, 19.16, 34.78, 108.13)
('bbQ', 1906, 38.7, 5.35, 13.47)
('Cml', 1740, 90.39, 33.59, 180.5)
('hVh', 2252, 110.52, 65.93, 198.5)
('fAF', 1572, 39.85, 0.46, 109.74)
('snF', 3028, 91.8, 9.28, 50.2)
('Akk', 2986, 68.79, 32.36, 68.99)
('ogW', 2178, 76.91, 36.57, 45.44)
('slB', 2812, 0.96, 14.63, 99.3)
('cOW', 2178, 82.0, 36.38, 150.4)
('Bea', 1614, 67.23, 9.51, 125.71)
('dux', 2388, 26.3, 18.33, 71.0)
('mzK', 2518, 104.47, 19.3, 131.77)
('CTV', 2176, 89.31, 26.29, 161.38)
('xLN', 1900, 84.46, 2.75, 14.66)
('tUJ', 2672, 80.31, 39.88, 150.8)
('kHu', 1706, 20.88, 49.7, 143.82)
('cpz', 2600, 88.65, 49.5, 103.91)
('xpz', 2652, 13.3, 2.37, 46.9)
('VY', 2026, 8.3, 38.59, 97.7)
('tSR', 2480, 63.33, 64.6, 168.36)
('kkL', 2416, 27.3, 43.19, 186.16)
('oFm', 1638, 46.21, 58.16, 140.74)
('dVU', 2174, 20.57, 44.11, 153.24)
('AgJ', 2620, 40.22, 41.49, 92.39)
('ffg', 2406, 82.84, 41.72, 52.32)
('ytU', 2382, 47.86, 1.62, 146.95)
