0; 0; 127437; 3933; 69026;
1; 1; 196925; 69204; 117343;
2; 2; 121357; 109431; 123006;
3; 3; 10259; 101127; 117996;
4; 4; 23130; 125508; 174923;
5; 5; 67991; 195471; 197933;
6; 6; 87452; 147389; 149392;
7; 7; 71976; 88038; 159370;
8; 8; 83823; 103060; 181472;
9; 9; 188361; 198044; 199141;
10; 10; 119762; 44240; 175471;
11; 11; 182591; 19952; 174914;
12; 12; 47809; 194724; 195281;
13; 13; 91966; 160789; 167262;
14; 14; 13514; 151847; 168414;
15; 15; 103702; 113069; 124781;
16; 16; 1952; 164990; 168477;
17; 17; 140189; 175437; 179562;
18; 18; 102424; 15547; 72784;
19; 19; 28984; 180339; 181439;
20; 20; 148863; 99410; 180431;
21; 21; 172995; 162937; 195579;
22; 22; 60392; 126331; 170507;
23; 23; 77923; 57383; 105798;
24; 24; 67932; 180741; 183204;
25; 25; 137419; 177941; 179156;
26; 26; 133119; 58855; 117004;
27; 27; 46666; 128949; 133670;
28; 28; 77342; 133364; 180467;
29; 29; 139131; 141745; 155307;
30; 30; 101628; 116429; 123595;
31; 31; 104832; 1583; 197604;
32; 32; 182371; 105116; 152369;
33; 33; 25413; 101240; 137938;
34; 34; 93257; 135675; 198135;
35; 35; 120033; 88389; 138374;
36; 36; 109548; 141694; 166723;
37; 37; 144466; 90507; 141671;
38; 38; 28235; 126564; 184745;
39; 39; 77872; 83931; 192658;
40; 40; 174339; 115796; 143306;
41; 41; 131092; 181568; 194994;
42; 42; 70936; 103611; 172686;
43; 43; 30889; 58127; 119357;
44; 44; 158888; 127923; 135311;
45; 45; 47320; 148733; 186622;
46; 46; 478; 130874; 156661;
47; 47; 95729; 107530; 128529;
48; 48; 2523; 42613; 65564;
49; 49; 162248; 47046; 63320;
50; 50; 71169; 142809; 190522;
51; 51; 129719; 19976; 87103;
52; 52; 12395; 147314; 157169;
53; 53; 2693; 97928; 120731;
54; 54; 154936; 32378; 178895;
55; 55; 154186; 156901; 182691;
56; 56; 140531; 153848; 175614;
57; 57; 93070; 43791; 88103;
58; 58; 32896; 180952; 195237;
59; 59; 13989; 63803; 184820;
60; 60; 161967; 8220; 197858;
61; 61; 134647; 19734; 199009;
62; 62; 197067; 9760; 26161;
63; 63; 185547; 86131; 126464;
64; 64; 81757; 7561; 26267;
65; 65; 112366; 71818; 157450;
66; 66; 19891; 4413; 193056;
67; 67; 112215; 115439; 154879;
68; 68; 197629; 49678; 65301;
69; 69; 49815; 24029; 50255;
70; 70; 76096; 157250; 164251;
71; 71; 158027; 165268; 172947;
72; 72; 164602; 102743; 146441;
73; 73; 92276; 53716; 178695;
74; 74; 82798; 53415; 99463;
75; 75; 59107; 108269; 189797;
76; 76; 140616; 134444; 134844;
77; 77; 94473; 120157; 178194;
78; 78; 17771; 2281; 180562;
79; 79; 72022; 61273; 74695;
80; 80; 108131; 56119; 173321;
81; 81; 22412; 116702; 165064;
82; 82; 133886; 145771; 153082;
83; 83; 128563; 157321; 182572;
84; 84; 191246; 12833; 39034;
85; 85; 66992; 158328; 186090;
86; 86; 53876; 181811; 191358;
87; 87; 34314; 30074; 79742;
88; 88; 111368; 2491; 196528;
89; 89; 61563; 176170; 187811;
90; 90; 88119; 128145; 146650;
91; 91; 137082; 5374; 13623;
92; 92; 63590; 113630; 148479;
93; 93; 77469; 192696; 196388;
94; 94; 183592; 8498; 151668;
95; 95; 23990; 42211; 117787;
96; 96; 118475; 137635; 176983;
97; 97; 130939; 138786; 177384;
98; 98; 73141; 146196; 160043;
99; 99; 156043; 175880; 180361;
100; 100; 64155; 78957; 88635;
101; 101; 164807; 140754; 158919;
102; 102; 125057; 161925; 180656;
103; 103; 9827; 86529; 168572;
104; 104; 134149; 39227; 101986;
105; 105; 159602; 1439; 157064;
106; 106; 30909; 90484; 146089;
107; 107; 45779; 98882; 150330;
108; 108; 33203; 37057; 195143;
109; 109; 110149; 194510; 199186;
110; 110; 53782; 104026; 158530;
111; 111; 138812; 99293; 107527;
112; 112; 90046; 175624; 180292;
113; 113; 11819; 21608; 183292;
114; 114; 142324; 77121; 180532;
115; 115; 57642; 100620; 154082;
116; 116; 57243; 156759; 156817;
117; 117; 33372; 54359; 145980;
118; 118; 180772; 124899; 128053;
119; 119; 11966; 5013; 169926;
120; 120; 169252; 70544; 136116;
121; 121; 26993; 35991; 133677;
122; 122; 71543; 38193; 194148;
123; 123; 32538; 155837; 158911;
124; 124; 14604; 109063; 142401;
125; 125; 194591; 152814; 163681;
126; 126; 116540; 141266; 154404;
127; 127; 194597; 96740; 119224;
128; 128; 130226; 89827; 184080;
129; 129; 98806; 68944; 146151;
130; 130; 173623; 191656; 198300;
131; 131; 123351; 39415; 115184;
132; 132; 69055; 71657; 119210;
133; 133; 58004; 96131; 186863;
134; 134; 139848; 176093; 181335;
135; 135; 150292; 86476; 96425;
136; 136; 68685; 97369; 172661;
137; 137; 93216; 199601; 199863;
138; 138; 93442; 14560; 104802;
139; 139; 185550; 74113; 80276;
140; 140; 3127; 72010; 114455;
141; 141; 193545; 141589; 188647;
142; 142; 53252; 75813; 180266;
143; 143; 150998; 45740; 107225;
144; 144; 102344; 116848; 153424;
145; 145; 152490; 91523; 177651;
146; 146; 151114; 35089; 135581;
147; 147; 134802; 54181; 74897;
148; 148; 530; 54641; 115768;
149; 149; 45055; 149116; 154180;
150; 150; 168785; 133713; 159835;
151; 151; 161958; 95313; 175563;
152; 152; 76886; 158133; 177023;
153; 153; 184657; 95506; 158360;
154; 154; 198118; 67681; 113220;
155; 155; 104724; 162925; 173131;
156; 156; 76908; 142678; 154089;
157; 157; 162310; 79538; 149339;
158; 158; 12119; 184552; 184692;
159; 159; 81589; 15041; 57171;
160; 160; 151499; 48972; 199683;
161; 161; 40790; 32225; 178494;
162; 162; 161755; 96432; 129957;
163; 163; 146681; 141761; 144245;
164; 164; 24166; 144050; 164763;
165; 165; 46236; 55968; 154389;
166; 166; 156398; 136170; 194718;
167; 167; 16648; 97619; 117279;
168; 168; 913; 93823; 133991;
169; 169; 163155; 174418; 177914;
170; 170; 190618; 34394; 185311;
171; 171; 84354; 100784; 146526;
172; 172; 130224; 107497; 132294;
173; 173; 186109; 102207; 104165;
174; 174; 135825; 63025; 119841;
175; 175; 75342; 163594; 173943;
176; 176; 20058; 153918; 180821;
177; 177; 42306; 49531; 115069;
178; 178; 80655; 36812; 185576;
179; 179; 195846; 151080; 175227;
180; 180; 100271; 175433; 187660;
181; 181; 104025; 94176; 131046;
182; 182; 171422; 52969; 174703;
183; 183; 73734; 122157; 189392;
184; 184; 175977; 177453; 181859;
185; 185; 64087; 105807; 143298;
186; 186; 171608; 93221; 125404;
187; 187; 173309; 152176; 197068;
188; 188; 191998; 18343; 198287;
189; 189; 94648; 73728; 140548;
190; 190; 72682; 185575; 186588;
191; 191; 196561; 188785; 189071;
192; 192; 97467; 123804; 142799;
193; 193; 99559; 28434; 121545;
194; 194; 50329; 53550; 149037;
195; 195; 68250; 198013; 198991;
196; 196; 140447; 1170; 114703;
197; 197; 54034; 11044; 116611;
198; 198; 116086; 51211; 97580;
199; 199; 177473; 26567; 118592;
200; 200; 118862; 20363; 70407;
201; 201; 26365; 192539; 194516;
202; 202; 175951; 12406; 38850;
203; 203; 38094; 102061; 158367;
204; 204; 85892; 10099; 27424;
205; 205; 112043; 99838; 178822;
206; 206; 184185; 1591; 108347;
207; 207; 94170; 131651; 147663;
208; 208; 33090; 61739; 84283;
209; 209; 74315; 133221; 183359;
210; 210; 170051; 125860; 180733;
211; 211; 88006; 103425; 147402;
212; 212; 128286; 125710; 141599;
213; 213; 43325; 146983; 156841;
214; 214; 99094; 16901; 192141;
215; 215; 181541; 85099; 134808;
216; 216; 193930; 115779; 189809;
217; 217; 197841; 88889; 146934;
218; 218; 54644; 155821; 169511;
219; 219; 3903; 83207; 190606;
220; 220; 22906; 119219; 131566;
221; 221; 52892; 42247; 120232;
222; 222; 129091; 167576; 191920;
223; 223; 109986; 153895; 181550;
224; 224; 25518; 44361; 135049;
225; 225; 152067; 33001; 69140;
226; 226; 118117; 134209; 161186;
227; 227; 153486; 159393; 168865;
228; 228; 15245; 4177; 108819;
229; 229; 16912; 147846; 176606;
230; 230; 123470; 165985; 183293;
231; 231; 17488; 63164; 121030;
232; 232; 109638; 101699; 186273;
233; 233; 108887; 84005; 136386;
234; 234; 57246; 130083; 137525;
235; 235; 39906; 142827; 189798;
236; 236; 136942; 181873; 184615;
237; 237; 29209; 136748; 159387;
238; 238; 142983; 100379; 163419;
239; 239; 159516; 92547; 119928;
240; 240; 157863; 140784; 144501;
241; 241; 48349; 144921; 179131;
242; 242; 175016; 56855; 161534;
243; 243; 101344; 124835; 130896;
244; 244; 81018; 125321; 147916;
245; 245; 151490; 18251; 178877;
246; 246; 198269; 5442; 151978;
247; 247; 90802; 194700; 199303;
248; 248; 59762; 89367; 113921;
249; 249; 66968; 181725; 194178;
250; 250; 40117; 49044; 106429;
251; 251; 41939; 101041; 136183;
252; 252; 184769; 40871; 175760;
253; 253; 60251; 107649; 155485;
254; 254; 113285; 183817; 186991;
255; 255; 96024; 85309; 197946;
256; 256; 106264; 29902; 171238;
257; 257; 68609; 39803; 184726;
258; 258; 136538; 16549; 89039;
259; 259; 103376; 70428; 149545;
260; 260; 67814; 5640; 87516;
261; 261; 111982; 29496; 96353;
262; 262; 35359; 40145; 98369;
263; 263; 72870; 64162; 118921;
264; 264; 179091; 57098; 71873;
265; 265; 63432; 14976; 102913;
266; 266; 65009; 37931; 62417;
267; 267; 14778; 4774; 128357;
268; 268; 135165; 116877; 176947;
269; 269; 98718; 192607; 193653;
270; 270; 33629; 23840; 71669;
271; 271; 55690; 139101; 170227;
272; 272; 123806; 167280; 198727;
273; 273; 95514; 17576; 31350;
274; 274; 171163; 198201; 199145;
275; 275; 119882; 148170; 151631;
276; 276; 199682; 42273; 135451;
277; 277; 8174; 35503; 96252;
278; 278; 115028; 67543; 76022;
279; 279; 194696; 19691; 164258;
280; 280; 181740; 192703; 197590;
281; 281; 160514; 180625; 182739;
282; 282; 645; 61229; 156500;
283; 283; 102542; 26225; 126169;
284; 284; 109943; 174427; 179060;
285; 285; 109085; 69470; 90404;
286; 286; 95402; 114906; 192354;
287; 287; 88456; 83353; 130228;
288; 288; 160696; 63295; 70826;
289; 289; 190120; 133996; 167011;
290; 290; 106525; 159425; 162260;
291; 291; 108832; 144550; 159202;
292; 292; 29347; 71498; 180330;
293; 293; 147842; 168217; 179516;
294; 294; 118262; 87534; 96694;
295; 295; 120044; 52853; 146575;
296; 296; 47692; 8557; 65608;
297; 297; 167346; 82776; 103427;
298; 298; 50682; 159387; 171546;
299; 299; 181141; 156415; 163447;
300; 300; 83663; 58490; 84157;
301; 301; 69370; 14513; 135535;
302; 302; 144474; 161569; 198221;
303; 303; 4834; 38946; 94921;
304; 304; 59993; 11466; 75166;
305; 305; 90164; 40439; 131555;
306; 306; 40022; 12027; 25779;
307; 307; 65947; 27813; 102037;
308; 308; 81798; 131063; 156719;
309; 309; 156483; 2326; 157102;
310; 310; 20567; 143624; 189653;
311; 311; 136303; 85115; 111150;
312; 312; 142011; 108023; 120726;
313; 313; 107947; 123922; 135707;
314; 314; 19844; 9891; 110380;
315; 315; 191823; 177598; 193017;
316; 316; 150146; 67288; 102540;
317; 317; 35417; 60979; 98399;
318; 318; 67515; 33282; 158618;
319; 319; 74275; 197192; 197351;
320; 320; 119285; 30342; 181249;
321; 321; 144760; 167036; 188236;
322; 322; 21218; 117108; 139014;
323; 323; 129563; 104312; 120483;
324; 324; 101031; 119265; 160651;
325; 325; 56142; 128986; 137286;
326; 326; 12666; 44815; 143792;
327; 327; 181645; 164725; 171423;
328; 328; 93665; 185595; 186946;
329; 329; 197480; 25184; 132231;
330; 330; 199360; 26133; 143296;
331; 331; 22361; 143805; 173637;
332; 332; 83779; 27074; 148261;
333; 333; 57894; 18547; 102575;
334; 334; 35654; 159658; 164542;
335; 335; 163983; 82591; 92564;
336; 336; 183527; 148875; 182421;
337; 337; 86291; 43719; 174883;
338; 338; 15025; 45933; 125743;
339; 339; 36773; 126937; 137781;
340; 340; 133535; 181392; 192026;
341; 341; 174603; 139082; 144449;
342; 342; 83716; 75493; 95777;
343; 343; 148; 176191; 194563;
344; 344; 122137; 135586; 173837;
345; 345; 29057; 177646; 191143;
346; 346; 100208; 13416; 131549;
347; 347; 148537; 99870; 122358;
348; 348; 78378; 101016; 153683;
349; 349; 147790; 71132; 103910;
350; 350; 1278; 87995; 92512;
351; 351; 6770; 159299; 160350;
352; 352; 135582; 76541; 101864;
353; 353; 63026; 64663; 92958;
354; 354; 140829; 42444; 154688;
355; 355; 76681; 91069; 114234;
356; 356; 43494; 97724; 197607;
357; 357; 74024; 10465; 72751;
358; 358; 26785; 21934; 22947;
359; 359; 148474; 26000; 103333;
360; 360; 38152; 67478; 92991;
361; 361; 181014; 80497; 124561;
362; 362; 39871; 40467; 133250;
363; 363; 150683; 117278; 144247;
364; 364; 151823; 53732; 150111;
365; 365; 137282; 196678; 196697;
366; 366; 31940; 62989; 171105;
367; 367; 97017; 105401; 127373;
368; 368; 93106; 163065; 193570;
369; 369; 117413; 142569; 179890;
370; 370; 72197; 39891; 106621;
371; 371; 114689; 169948; 176821;
372; 372; 43681; 123293; 179462;
373; 373; 78390; 101689; 112652;
374; 374; 16839; 35782; 150207;
375; 375; 18705; 70240; 100715;
376; 376; 194492; 181068; 194225;
377; 377; 187113; 176503; 191039;
378; 378; 175126; 99983; 124224;
379; 379; 7015; 55432; 72916;
380; 380; 77805; 176163; 182237;
381; 381; 109503; 54626; 167543;
382; 382; 92935; 99566; 150727;
383; 383; 193741; 102461; 113167;
384; 384; 69681; 198591; 199339;
385; 385; 92908; 89302; 190590;
386; 386; 181083; 172201; 180004;
387; 387; 52562; 161103; 163621;
388; 388; 127827; 79202; 185985;
389; 389; 143128; 140128; 155172;
390; 390; 45936; 119019; 173975;
391; 391; 66878; 46691; 188739;
392; 392; 100303; 78908; 141808;
393; 393; 25720; 88894; 114090;
394; 394; 169405; 181773; 183752;
395; 395; 103137; 143664; 179635;
396; 396; 94258; 51082; 73055;
397; 397; 63003; 10870; 96008;
398; 398; 143578; 66434; 99644;
399; 399; 152551; 59442; 105742;
400; 400; 35646; 44584; 97483;
401; 401; 110796; 42752; 64240;
402; 402; 199382; 193566; 195717;
403; 403; 52738; 158983; 184549;
404; 404; 188366; 70339; 180030;
405; 405; 151786; 131564; 143972;
406; 406; 44639; 122187; 127156;
407; 407; 140447; 65842; 159618;
408; 408; 1891; 163435; 184088;
409; 409; 133261; 79233; 83150;
410; 410; 195233; 199; 27195;
411; 411; 84783; 175217; 181231;
412; 412; 153089; 18944; 142782;
413; 413; 84563; 124327; 141527;
414; 414; 37306; 112071; 156688;
415; 415; 78445; 142702; 145896;
416; 416; 186877; 4133; 29576;
417; 417; 91487; 192063; 192561;
418; 418; 95651; 159085; 175476;
419; 419; 70486; 98743; 142954;
420; 420; 167890; 178001; 179664;
421; 421; 57126; 105679; 164706;
422; 422; 108473; 171510; 189467;
423; 423; 148309; 39168; 45017;
424; 424; 152549; 199788; 199941;
425; 425; 4091; 63873; 120257;
426; 426; 148528; 54184; 179074;
427; 427; 70280; 176257; 186981;
428; 428; 133848; 132824; 138023;
429; 429; 153202; 47118; 73523;
430; 430; 74006; 23153; 159192;
431; 431; 70534; 148615; 175185;
432; 432; 118799; 179060; 179791;
433; 433; 32052; 78712; 171147;
434; 434; 83174; 29651; 139494;
435; 435; 82206; 189147; 189772;
436; 436; 194681; 170885; 173103;
437; 437; 45817; 80366; 91881;
438; 438; 151119; 158865; 174458;
439; 439; 2293; 108168; 117496;
440; 440; 61941; 117599; 185618;
441; 441; 182631; 155284; 171185;
442; 442; 183905; 132659; 172660;
443; 443; 184306; 83624; 100794;
444; 444; 177954; 133825; 141631;
445; 445; 130492; 127665; 184456;
446; 446; 56975; 83092; 158384;
447; 447; 31782; 133786; 153695;
448; 448; 115357; 11782; 93054;
449; 449; 184559; 75671; 108603;
450; 450; 146604; 123220; 161661;
451; 451; 44104; 93920; 185568;
452; 452; 88878; 33489; 98256;
453; 453; 55770; 129946; 168579;
454; 454; 155470; 78030; 144331;
455; 455; 161643; 108793; 154904;
456; 456; 196014; 198185; 198408;
457; 457; 145096; 185725; 199059;
458; 458; 99556; 102285; 109591;
459; 459; 172067; 187592; 196057;
460; 460; 25556; 112896; 175119;
461; 461; 163655; 119333; 122889;
462; 462; 105791; 23446; 82700;
463; 463; 186848; 188810; 198671;
464; 464; 112278; 16222; 44879;
465; 465; 53966; 171804; 191404;
466; 466; 163467; 69946; 155961;
467; 467; 173237; 36362; 112597;
468; 468; 189064; 1105; 72565;
469; 469; 145353; 174689; 179244;
470; 470; 63430; 155432; 176110;
471; 471; 93690; 116951; 163765;
472; 472; 135654; 197648; 198344;
473; 473; 129799; 196136; 196794;
474; 474; 154410; 141666; 179659;
475; 475; 87353; 85043; 143352;
476; 476; 19818; 174297; 193414;
477; 477; 11477; 148918; 159130;
478; 478; 125761; 81274; 89429;
479; 479; 22896; 14502; 130506;
480; 480; 64715; 124696; 139551;
481; 481; 65001; 62717; 157267;
482; 482; 48566; 123580; 178251;
483; 483; 125574; 8095; 152871;
484; 484; 153404; 191696; 193419;
485; 485; 40220; 177569; 183458;
486; 486; 192840; 30044; 190897;
487; 487; 179031; 95677; 128538;
488; 488; 112903; 58598; 198881;
489; 489; 56881; 96602; 193717;
490; 490; 84728; 57230; 145863;
491; 491; 122122; 52864; 54433;
492; 492; 97146; 27013; 85500;
493; 493; 155841; 24881; 168096;
494; 494; 30902; 53196; 92104;
495; 495; 49181; 174663; 184131;
496; 496; 130829; 134000; 152182;
497; 497; 84738; 192867; 194550;
498; 498; 109824; 68603; 68633;
499; 499; 183836; 194121; 196844;
500; 500; 8027; 99352; 186413;
501; 501; 181631; 8922; 184550;
502; 502; 169397; 21066; 139474;
503; 503; 113129; 72672; 130237;
504; 504; 70022; 160347; 163021;
505; 505; 55547; 69136; 147051;
506; 506; 156954; 19688; 28124;
507; 507; 195779; 96028; 110832;
508; 508; 77204; 170757; 178928;
509; 509; 116869; 75070; 105677;
510; 510; 29988; 91516; 124372;
511; 511; 15064; 186383; 187959;
512; 512; 1608; 1135; 28944;
513; 513; 81801; 51111; 100760;
514; 514; 53362; 192674; 194244;
515; 515; 2995; 56362; 76263;
516; 516; 176830; 91919; 96029;
517; 517; 10904; 46406; 176652;
518; 518; 156277; 160091; 170008;
519; 519; 187178; 125224; 126635;
520; 520; 129068; 175091; 176982;
521; 521; 143196; 39384; 89419;
522; 522; 97400; 88205; 140381;
523; 523; 106274; 173399; 173711;
524; 524; 173970; 170804; 177849;
525; 525; 138619; 189360; 191979;
526; 526; 197153; 73591; 161094;
527; 527; 90185; 197458; 198159;
528; 528; 171891; 155091; 165883;
529; 529; 180470; 160873; 169246;
530; 530; 12979; 155986; 174577;
531; 531; 2698; 92891; 107673;
532; 532; 89485; 99245; 120712;
533; 533; 52594; 142239; 148907;
534; 534; 139784; 23392; 28686;
535; 535; 160156; 150776; 163500;
536; 536; 125234; 43724; 93093;
537; 537; 89156; 98098; 154601;
538; 538; 128467; 65438; 193167;
539; 539; 171067; 117395; 125474;
540; 540; 162557; 110456; 144174;
541; 541; 116109; 131052; 158584;
542; 542; 190446; 38396; 196605;
543; 543; 53046; 70200; 113195;
544; 544; 91019; 3980; 192218;
545; 545; 92617; 177948; 191042;
546; 546; 29782; 77993; 165706;
547; 547; 180677; 198944; 199468;
548; 548; 195593; 119720; 150953;
549; 549; 193742; 81298; 175576;
550; 550; 149394; 226; 84624;
551; 551; 42237; 123264; 123555;
552; 552; 177895; 107756; 182285;
553; 553; 119852; 155118; 188263;
554; 554; 30214; 186182; 199393;
555; 555; 187562; 113090; 158890;
556; 556; 81216; 87564; 125373;
557; 557; 142118; 28880; 139741;
558; 558; 66440; 173933; 183707;
559; 559; 130271; 53632; 74201;
560; 560; 98635; 8416; 46168;
561; 561; 185028; 51460; 56195;
562; 562; 54775; 72977; 137515;
563; 563; 78307; 190747; 194018;
564; 564; 104223; 176871; 188150;
565; 565; 159056; 100111; 188120;
566; 566; 177721; 20625; 84640;
567; 567; 126398; 81509; 105553;
568; 568; 41020; 79210; 151495;
569; 569; 544; 183578; 185223;
570; 570; 17612; 20462; 188721;
571; 571; 153871; 173431; 177846;
572; 572; 123221; 103993; 143688;
573; 573; 159219; 48189; 158320;
574; 574; 128354; 137310; 150654;
575; 575; 55916; 104199; 163804;
576; 576; 105305; 26357; 76581;
577; 577; 91103; 160751; 192435;
578; 578; 4006; 13515; 153703;
579; 579; 171250; 50028; 193866;
580; 580; 145565; 93148; 169476;
581; 581; 137947; 132826; 158722;
582; 582; 8730; 197595; 198283;
583; 583; 90046; 6438; 129456;
584; 584; 194807; 168733; 182813;
585; 585; 59967; 157997; 164968;
586; 586; 40675; 87047; 97234;
587; 587; 145522; 125162; 161760;
588; 588; 121003; 69831; 148193;
589; 589; 148119; 191879; 195013;
590; 590; 83297; 54083; 150362;
591; 591; 191038; 183266; 187588;
592; 592; 11476; 38053; 146589;
593; 593; 13668; 128593; 143365;
594; 594; 153517; 146108; 153471;
595; 595; 116591; 150919; 185095;
596; 596; 18510; 91258; 127060;
597; 597; 116276; 115098; 147832;
598; 598; 36493; 136741; 174318;
599; 599; 98557; 42999; 115115;
600; 600; 90705; 179258; 184882;
601; 601; 195401; 101779; 102980;
602; 602; 186088; 163514; 196751;
603; 603; 174218; 27992; 196540;
604; 604; 174618; 53344; 123636;
605; 605; 121648; 4148; 53941;
606; 606; 843; 74084; 91271;
607; 607; 94783; 24224; 144918;
608; 608; 156215; 65058; 116247;
609; 609; 63161; 64629; 166148;
610; 610; 69516; 118077; 157707;
611; 611; 77562; 50927; 141293;
612; 612; 93758; 188435; 190420;
613; 613; 142362; 146227; 152978;
614; 614; 125759; 188168; 188871;
615; 615; 86303; 79915; 106567;
616; 616; 153628; 191518; 193235;
617; 617; 182365; 76682; 181122;
618; 618; 151437; 58045; 62446;
619; 619; 112846; 92924; 190335;
620; 620; 98880; 104970; 118493;
621; 621; 143938; 150797; 160858;
622; 622; 43188; 58307; 74269;
623; 623; 98877; 118766; 154917;
624; 624; 128481; 87821; 172197;
625; 625; 47796; 178438; 185170;
626; 626; 154803; 88649; 197385;
627; 627; 163309; 138891; 158077;
628; 628; 155937; 110056; 192099;
629; 629; 177004; 70845; 106945;
630; 630; 99597; 158883; 181503;
631; 631; 17827; 33131; 152469;
632; 632; 168300; 126614; 172457;
633; 633; 152687; 191219; 191974;
634; 634; 93419; 97709; 194665;
635; 635; 165268; 72681; 118119;
636; 636; 193498; 162033; 189836;
637; 637; 92209; 57955; 102951;
638; 638; 98758; 162448; 196571;
639; 639; 124716; 46003; 157341;
640; 640; 71078; 154414; 187436;
641; 641; 121528; 158157; 160426;
642; 642; 175239; 41449; 141581;
643; 643; 18947; 97467; 137023;
644; 644; 150330; 92133; 193957;
645; 645; 19222; 126599; 132971;
646; 646; 194960; 129636; 146541;
647; 647; 76419; 172730; 187289;
648; 648; 100028; 47143; 180057;
649; 649; 18699; 90148; 167599;
650; 650; 106850; 184998; 185223;
651; 651; 153591; 14301; 122331;
652; 652; 188959; 20073; 84868;
653; 653; 59661; 181139; 184474;
654; 654; 58505; 5502; 18753;
655; 655; 137423; 49914; 128451;
656; 656; 66743; 51258; 199401;
657; 657; 58945; 141684; 154378;
658; 658; 91069; 160157; 173446;
659; 659; 109656; 110587; 168778;
660; 660; 61511; 113804; 140698;
661; 661; 177963; 14196; 106360;
662; 662; 121993; 193055; 194311;
663; 663; 25575; 30127; 189938;
664; 664; 47162; 197114; 198134;
665; 665; 23425; 95869; 98704;
666; 666; 28149; 199710; 199724;
667; 667; 166948; 111354; 159249;
668; 668; 175974; 166194; 173685;
669; 669; 155755; 9000; 38273;
670; 670; 64212; 116808; 136916;
671; 671; 81773; 117971; 145865;
672; 672; 169457; 188769; 189177;
673; 673; 167960; 182307; 191825;
674; 674; 2549; 22185; 189644;
675; 675; 79507; 60646; 193711;
676; 676; 132549; 182502; 196489;
677; 677; 149664; 15450; 162342;
678; 678; 30203; 89279; 149942;
679; 679; 4646; 156071; 178865;
680; 680; 192159; 150876; 162490;
681; 681; 198082; 142022; 167797;
682; 682; 95548; 160933; 175119;
683; 683; 79337; 108062; 173906;
684; 684; 132253; 46901; 174553;
685; 685; 9673; 188874; 194860;
686; 686; 180386; 84700; 159323;
687; 687; 60246; 92667; 133783;
688; 688; 94309; 192873; 193787;
689; 689; 101094; 34447; 77658;
690; 690; 21471; 17574; 35688;
691; 691; 126452; 8035; 177044;
692; 692; 148504; 145445; 186404;
693; 693; 47314; 164675; 188740;
694; 694; 10496; 43667; 196620;
695; 695; 153598; 74894; 75785;
696; 696; 21778; 191399; 197349;
697; 697; 151318; 65853; 68638;
698; 698; 134039; 48401; 76438;
699; 699; 24515; 159674; 195026;
700; 700; 1634; 135453; 157495;
701; 701; 82711; 137893; 171559;
702; 702; 70139; 78049; 148102;
703; 703; 103192; 105870; 141650;
704; 704; 7553; 180073; 183151;
705; 705; 12577; 122820; 198644;
706; 706; 107432; 173402; 183313;
707; 707; 98339; 137574; 145089;
708; 708; 191635; 80832; 140433;
709; 709; 70525; 25615; 92315;
710; 710; 28500; 113579; 148599;
711; 711; 142788; 55797; 166057;
